start_timestamp,end_timestamp,cpu_request_avg_container,cpu_request_sum_container,cpu_limit_avg_container,cpu_limit_sum_container,cpu_usage_sum_container,cpu_usage_avg_container,cpu_usage_max_container,cpu_usage_min_container,cpu_throttle_sum_container,cpu_throttle_avg_container,cpu_throttle_max_container
Sun Apr  2 13:03:20 UTC 2023,Sun Apr  2 13:18:21 UTC 2023,"4","8","15","30","34.544552166915125","17.272276083457562","62.27297289027754","32.825413194904264","7.155746576337454","2.5463532846090957","0.6366661124341824","1.2755356460772063"
Sun Apr  2 13:18:21 UTC 2023,Sun Apr  2 13:33:21 UTC 2023,"4","8","15","30","24.143082011413334","12.071541005706667","34.52258253360002","18.487039368133384","5.36929460713333","0.000009399612643678163","0.000004699806321839081","0.000006872086206896578"
Sun Apr  2 13:33:21 UTC 2023,Sun Apr  2 13:48:22 UTC 2023,"4","8","15","30","24.224544295580003","12.112272147790001","34.15450586166662","17.386610937933316","5.922137781700015","0.00002363100885177536","0.00001181550442588768","0.000022523496551724225"
Sun Apr  2 13:48:22 UTC 2023,Sun Apr  2 14:03:22 UTC 2023,"4","8","15","30","24.355428500024445","12.177714250012222","33.955371447633176","16.98129551936654","6.927107715300008","0.000008163310834157487","0.000004081655417078743","0.000007898477011494214"
Sun Apr  2 14:03:22 UTC 2023,Sun Apr  2 14:18:23 UTC 2023,"4","8","15","30","24.35060641707222","12.17530320853611","34.72222585600029","18.250420484066854","5.99084184663346","0.000010928559356824935","0.0000054642796784124675","0.000007486788505747129"
Sun Apr  2 14:18:23 UTC 2023,Sun Apr  2 14:33:24 UTC 2023,"4","8","15","30","24.139903489425564","12.069951744712782","33.11820340153329","18.359730523133234","5.300068398099878","0.000026467519540229878","0.000013233759770114939","0.000013877457471264391"
Sun Apr  2 14:33:24 UTC 2023,Sun Apr  2 14:48:24 UTC 2023,"4","8","15","30","24.356718173297786","12.178359086648893","35.03784300086676","17.817499610733407","5.916771078533687","0.000004662264367816122","0.000002331132183908061","0.0000034750850574713216"
Sun Apr  2 14:48:24 UTC 2023,Sun Apr  2 15:03:25 UTC 2023,"4","8","15","30","24.361158356122207","12.180579178061103","33.59282051616659","18.248843235466726","5.747091774633251","0.00001178616091954011","0.0000058930804597700545","0.000005943296551724126"
Sun Apr  2 15:03:25 UTC 2023,Sun Apr  2 15:18:25 UTC 2023,"4","8","15","30","20.26963592355445","10.134817961777225","34.7704205743333","17.44178441143352","3.2748652154332376","0.000013797220689655251","0.0000068986103448276255","0.000009217301149425255"
Sun Apr  2 15:18:25 UTC 2023,Sun Apr  2 15:33:26 UTC 2023,"4","8","15","30","10.511619498794447","5.255809749397224","14.701351799900294","7.884725230633436","2.5980379486000555","0","0","0"
Sun Apr  2 15:33:26 UTC 2023,Sun Apr  2 15:48:26 UTC 2023,"4","8","15","30","10.516526886523337","5.258263443261669","15.618563194799936","7.873749610933495","2.3819248925001983","0","0","0"
Sun Apr  2 15:48:26 UTC 2023,Sun Apr  2 16:03:27 UTC 2023,"4","8","15","30","10.467425859585557","5.2337129297927785","15.383920579033536","7.799537524300104","2.7320823231333633","0","0","0"
Sun Apr  2 16:03:27 UTC 2023,Sun Apr  2 16:18:28 UTC 2023,"4","8","15","30","10.395090990377778","5.197545495188889","15.398578600700422","7.72011056336681","2.1337646942668167","0","0","0"
Sun Apr  2 16:18:28 UTC 2023,Sun Apr  2 16:33:28 UTC 2023,"4","8","15","30","10.481214088975555","5.240607044487778","14.639872512299432","7.812389269033156","2.8097214711335257","0","0","0"
Sun Apr  2 16:33:28 UTC 2023,Sun Apr  2 16:48:29 UTC 2023,"4","8","15","30","10.421400243768876","5.210700121884438","14.973349668633212","7.508368584466613","2.8923900383670116","0","0","0"
Sun Apr  2 16:48:29 UTC 2023,Sun Apr  2 17:03:29 UTC 2023,"4","8","15","30","10.388258378611111","5.1941291893055554","14.891291546600405","7.972317157066815","2.717097132833442","0","0","0"
Sun Apr  2 17:03:29 UTC 2023,Sun Apr  2 17:18:30 UTC 2023,"4","8","15","30","9.109432921814456","4.554716460907228","15.063743791866486","8.106468311866532","1.3413014654666768","0","0","0"
Sun Apr  2 17:18:30 UTC 2023,Sun Apr  2 17:33:30 UTC 2023,"4","8","15","30","5.091743615716664","2.545871807858332","7.506310182200105","3.9532087246998953","1.2478520505334019","0","0","0"
Sun Apr  2 17:33:30 UTC 2023,Sun Apr  2 17:48:31 UTC 2023,"4","8","15","30","5.121245396262206","2.560622698131103","6.7694414243339756","3.5179489340667107","1.3570792477330542","0","0","0"
Sun Apr  2 17:48:31 UTC 2023,Sun Apr  2 18:03:31 UTC 2023,"4","8","15","30","5.090191701986672","2.545095850993336","6.771540134500538","3.5057873901333854","1.3733283136665704","0","0","0"
Sun Apr  2 18:03:31 UTC 2023,Sun Apr  2 18:18:32 UTC 2023,"4","8","15","30","5.08360334222556","2.54180167111278","7.847277261433192","4.161661427033445","1.0349717296999492","0","0","0"
Sun Apr  2 18:18:32 UTC 2023,Sun Apr  2 18:33:32 UTC 2023,"4","8","15","30","5.089642805426687","2.5448214027133433","7.683327238999967","4.113662141400467","1.257906425166099","0","0","0"
Sun Apr  2 18:33:32 UTC 2023,Sun Apr  2 18:48:33 UTC 2023,"4","8","15","30","5.116498376843293","2.5582491884216463","7.401865393433642","3.8808862464667375","1.4644362052660047","0","0","0"
Sun Apr  2 18:48:33 UTC 2023,Sun Apr  2 19:03:33 UTC 2023,"4","8","15","30","5.0909693379478025","2.5454846689739012","7.148200433566429","3.691190227433496","1.2485443888008982","0","0","0"
Sun Apr  2 19:03:33 UTC 2023,Sun Apr  2 19:18:34 UTC 2023,"4","8","15","30","10.473592265843344","5.236796132921672","32.52873379586672","16.962579485600386","1.2945828052334643","5.58234310591503","2.790935302708215","2.977641542057877"
Sun Apr  2 19:18:34 UTC 2023,Sun Apr  2 19:33:34 UTC 2023,"4","8","15","30","27.53817395551777","13.769086977758885","38.093237185700374","20.499708075933935","7.2663306276672905","19.518470165908045","9.759235082954023","9.761869186928735"
Sun Apr  2 19:33:34 UTC 2023,Sun Apr  2 19:48:35 UTC 2023,"4","8","15","30","27.432959858156686","13.716479929078343","36.367098348533425","20.09439354056667","6.305498160934076","20.08571896940345","10.042859484701726","10.314625652659773"
Sun Apr  2 19:48:35 UTC 2023,Sun Apr  2 20:03:35 UTC 2023,"4","8","15","30","27.690037952604435","13.845018976302217","40.55968438436588","21.285526296666163","6.922417099933955","20.230537045455172","10.115268522727586","10.428797949894253"
Sun Apr  2 20:03:35 UTC 2023,Sun Apr  2 20:18:36 UTC 2023,"4","8","15","30","28.027737505488876","14.013868752744438","38.43190237423405","19.818586543467244","8.469980235933326","20.077428306585063","10.038714153292531","10.120806530549428"
Sun Apr  2 20:18:36 UTC 2023,Sun Apr  2 20:33:36 UTC 2023,"4","8","15","30","27.904451889772222","13.952225944886111","38.0395401923665","19.42342777713299","7.726629429000119","20.180124577947122","10.090062288973561","10.186964329106894"
Sun Apr  2 20:33:37 UTC 2023,Sun Apr  2 20:48:37 UTC 2023,"4","8","15","30","27.688593091625563","13.844296545812782","40.293923343966405","20.2703991866331","7.158462281699758","19.920173658652878","9.960086829326439","10.184586669157472"
Sun Apr  2 20:48:37 UTC 2023,Sun Apr  2 21:03:38 UTC 2023,"4","8","15","30","27.586386268603352","13.793193134301676","43.69363915950041","21.892050892167028","6.296686245366193","19.85956542222643","9.929782711113216","10.054934298713789"
Sun Apr  2 21:03:38 UTC 2023,Sun Apr  2 21:18:38 UTC 2023,"4","8","15","30","24.141807762003317","12.070903881001659","40.13930598063355","20.338494149867135","2.3946087003336287","15.007957043789643","7.503978521894822","7.525351696118383"
Sun Apr  2 21:18:38 UTC 2023,Sun Apr  2 21:33:39 UTC 2023,"4","8","15","30","9.960164671450006","4.980082335725003","14.179252648433128","7.715355689800345","2.2402968154997023","0","0","0"
Sun Apr  2 21:33:39 UTC 2023,Sun Apr  2 21:48:39 UTC 2023,"4","8","15","30","9.944394598407769","4.972197299203884","14.754765228099616","7.511747023832868","2.53977467326719","0","0","0"
Sun Apr  2 21:48:39 UTC 2023,Sun Apr  2 22:03:40 UTC 2023,"4","8","15","30","10.05085870341553","5.025429351707765","14.10665215793221","7.170919146399441","2.832285489466934","0","0","0"
Sun Apr  2 22:03:40 UTC 2023,Sun Apr  2 22:18:40 UTC 2023,"4","8","15","30","10.029501849213332","4.990289811294416","12.578001983866368","6.438889668266833","2.26610104876648","0","0","0"
Sun Apr  2 22:18:40 UTC 2023,Sun Apr  2 22:33:41 UTC 2023,"4","8","15","30","10.112657793274462","5.056328896637231","13.96396172096623","6.990960879566653","2.328934303331577","0","0","0"
Sun Apr  2 22:33:41 UTC 2023,Sun Apr  2 22:48:42 UTC 2023,"4","8","15","30","9.988694170381123","4.994347085190562","14.082193737700194","7.53138791823294","2.4113588670326864","0","0","0"
Sun Apr  2 22:48:42 UTC 2023,Sun Apr  2 23:03:43 UTC 2023,"4","8","15","30","10.122831373549996","5.061415686774998","14.316062245566474","7.170936501433607","2.219261693401495","0","0","0"
Sun Apr  2 23:03:43 UTC 2023,Sun Apr  2 23:18:43 UTC 2023,"4","8","15","30","8.316192415475573","4.1580962077377865","13.405787599666898","6.746554527800375","0.5747559734658959","0","0","0"
Sun Apr  2 23:18:43 UTC 2023,Sun Apr  2 23:33:44 UTC 2023,"4","8","15","30","2.690905803197788","1.345452901598894","4.0940523358333545","2.1290083234664055","0.6422702966995227","0","0","0"
Sun Apr  2 23:33:44 UTC 2023,Sun Apr  2 23:48:44 UTC 2023,"4","8","15","30","2.6958531670633237","1.3479265835316618","4.434654545900412","2.264480250066845","0.7297918498651901","0","0","0"
Sun Apr  2 23:48:44 UTC 2023,Mon Apr  3 00:03:45 UTC 2023,"4","8","15","30","2.7795588009832946","1.3897794004916473","4.111597843999819","2.2135662834334653","0.6756072181005341","0","0","0"
Mon Apr  3 00:03:45 UTC 2023,Mon Apr  3 00:18:45 UTC 2023,"4","8","15","30","2.700163041330007","1.3500815206650034","3.776963679199495","1.9742268928675912","0.6922944194656642","0","0","0"
Mon Apr  3 00:18:45 UTC 2023,Mon Apr  3 00:33:46 UTC 2023,"4","8","15","30","2.7903848608022486","1.3951924304011243","4.4023703181010205","2.421464656367122","0.6065164089319296","0","0","0"
Mon Apr  3 00:33:46 UTC 2023,Mon Apr  3 00:48:46 UTC 2023,"4","8","15","30","2.788060141730045","1.3940300708650224","4.176575026100424","2.329380788200069","0.7159965423323835","0","0","0"
Mon Apr  3 00:48:46 UTC 2023,Mon Apr  3 01:03:47 UTC 2023,"4","8","15","30","2.7400064317299337","1.3700032158649669","3.945710116799455","2.0174278454331214","0.5593675748328678","0","0","0"
Mon Apr  3 01:03:47 UTC 2023,Mon Apr  3 01:18:47 UTC 2023,"4","8","15","30","3.311372631328931","1.6556863156644654","6.525677869133263","3.31131944336812","0.6807809088670183","0","0","0"
Mon Apr  3 01:18:47 UTC 2023,Mon Apr  3 01:33:48 UTC 2023,"4","8","15","30","4.890254387661116","2.445127193830558","7.144451720001719","3.57703758176649","1.1822013179325344","0","0","0"
Mon Apr  3 01:33:48 UTC 2023,Mon Apr  3 01:48:48 UTC 2023,"4","8","15","30","4.967220174537765","2.4836100872688824","7.4033253804334285","3.744932967267232","1.1524709985009394","0","0","0"
Mon Apr  3 01:48:48 UTC 2023,Mon Apr  3 02:03:49 UTC 2023,"4","8","15","30","4.946847448143332","2.473423724071666","7.107582214466917","3.64337903643415","1.2713981745337757","0","0","0"
Mon Apr  3 02:03:49 UTC 2023,Mon Apr  3 02:18:49 UTC 2023,"4","8","15","30","4.973400284224448","2.486700142112224","6.883489318832289","3.8383778848995767","1.2889751998668848","0","0","0"
Mon Apr  3 02:18:49 UTC 2023,Mon Apr  3 02:33:50 UTC 2023,"4","8","15","30","4.894161854870036","2.447080927435018","7.237541362034002","3.6752220970675507","1.1537976312004805","0","0","0"
Mon Apr  3 02:33:50 UTC 2023,Mon Apr  3 02:48:50 UTC 2023,"4","8","15","30","4.948834209686612","2.474417104843306","7.195470049401047","3.9082414885342587","1.2003547208655314","0","0","0"
Mon Apr  3 02:48:50 UTC 2023,Mon Apr  3 03:03:51 UTC 2023,"4","8","15","30","4.926200434736675","2.4631002173683374","7.117707816034089","3.7095291290665044","1.1299692240989923","0","0","0"
Mon Apr  3 03:03:51 UTC 2023,Mon Apr  3 03:18:51 UTC 2023,"4","8","15","30","8.484807290205563","4.242403645102781","31.764359890533765","17.73198975989944","1.2557919486348206","0","0","0"
Mon Apr  3 03:18:52 UTC 2023,Mon Apr  3 03:33:52 UTC 2023,"4","8","15","30","22.762339548924416","11.381169774462208","30.81661224326623","17.129109826233858","5.699649581400445","0","0","0"
Mon Apr  3 03:33:52 UTC 2023,Mon Apr  3 03:48:52 UTC 2023,"4","8","15","30","23.459421758764464","11.729710879382232","33.38760774673429","17.049892078501095","6.235626782034524","0","0","0"
Mon Apr  3 03:48:53 UTC 2023,Mon Apr  3 04:03:53 UTC 2023,"4","8","15","30","24.201364858174472","12.100682429087236","33.91885644563202","17.82829619173232","5.582325658235155","0","0","0"
Mon Apr  3 04:03:53 UTC 2023,Mon Apr  3 04:18:53 UTC 2023,"4","8","15","30","24.37598179604658","12.18799089802329","37.01346495040149","18.565774879067128","5.66737321470088","0","0","0"
Mon Apr  3 04:18:54 UTC 2023,Mon Apr  3 04:33:54 UTC 2023,"4","8","15","30","24.489185386323435","12.244592693161717","35.70447588543175","17.92515795339908","5.686770714999875","0","0","0"
Mon Apr  3 04:33:54 UTC 2023,Mon Apr  3 04:48:55 UTC 2023,"4","8","15","30","25.084909117645516","12.542454558822758","34.0104849433313","17.969717134599343","6.094187094133425","0.00006308347816731589","0.000031541739083657944","0.00006308347816731589"
Mon Apr  3 04:48:55 UTC 2023,Mon Apr  3 05:03:55 UTC 2023,"4","8","15","30","24.50362210805664","12.25181105402832","35.47911945306696","18.99188127416613","6.60079243540143","0.00005769642413160282","0.00002884821206580141","0.00005769642413160282"
Mon Apr  3 05:03:55 UTC 2023,Mon Apr  3 05:18:56 UTC 2023,"4","8","15","30","20.875647505955612","10.437823752977806","35.390432549035175","20.194255250967885","1.2983334058333034","0.000011931409194246576","0.000005965704597123288","0.000011931409194246576"
Mon Apr  3 05:18:56 UTC 2023,Mon Apr  3 05:33:56 UTC 2023,"4","8","15","30","4.138017818375569","2.0690089091877844","5.807784854333537","3.046157985733589","1.0383616416656878","0","0","0"
Mon Apr  3 05:33:56 UTC 2023,Mon Apr  3 05:48:57 UTC 2023,"4","8","15","30","4.128417171155517","2.0642085855777585","5.947048024833203","3.339103626900275","1.065070400866292","0","0","0"
Mon Apr  3 05:48:57 UTC 2023,Mon Apr  3 06:03:57 UTC 2023,"4","8","15","30","4.178704758769987","2.0893523793849935","5.9955993796349505","3.20854257363438","1.13340935393353","0","0","0"
Mon Apr  3 06:03:57 UTC 2023,Mon Apr  3 06:18:58 UTC 2023,"4","8","15","30","4.147403945147784","2.073701972573892","6.2904284612993555","3.1472510991656844","1.17696264583307","0","0","0"
Mon Apr  3 06:18:58 UTC 2023,Mon Apr  3 06:33:58 UTC 2023,"4","8","15","30","4.173730254610031","2.0868651273050154","5.885439678033193","3.2486912521669487","0.9003919176000637","0","0","0"
Mon Apr  3 06:33:58 UTC 2023,Mon Apr  3 06:48:59 UTC 2023,"4","8","15","30","4.1204115936255805","2.0602057968127903","5.905266449734336","3.162380066434465","1.0168935054001242","0","0","0"
Mon Apr  3 06:48:59 UTC 2023,Mon Apr  3 07:03:59 UTC 2023,"4","8","15","30","4.234692313606631","2.1173461568033156","6.344122720432157","3.266171716999573","0.9763147754323048","0","0","0"
Mon Apr  3 07:03:59 UTC 2023,Mon Apr  3 07:19:00 UTC 2023,"4","8","15","30","6.376138527621061","3.1880692638105304","19.471579789498357","10.750069589699462","1.0227575591008644","0.018805807826444428","0.009402903913222214","0.01306412127126549"
Mon Apr  3 07:19:00 UTC 2023,Mon Apr  3 07:34:00 UTC 2023,"4","8","15","30","15.273718377098882","7.636859188549441","23.403141188099593","11.757262668698482","3.7045108065998646","0.05958626129080397","0.029793130645401983","0.047225239580455665"
Mon Apr  3 07:34:00 UTC 2023,Mon Apr  3 07:49:01 UTC 2023,"4","8","15","30","15.207629317773325","7.603814658886662","22.13865176726637","11.844209738634527","3.2067238237999844","0.05384881981377873","0.026924409906889366","0.037193017934473105"
Mon Apr  3 07:49:01 UTC 2023,Mon Apr  3 08:04:02 UTC 2023,"4","8","15","30","15.13693268980223","7.568466344901115","22.042134715901923","11.81069514460008","3.305295264100035","0.03421208125518384","0.01710604062759192","0.02187839531379514"
Mon Apr  3 08:04:02 UTC 2023,Mon Apr  3 08:19:02 UTC 2023,"4","8","15","30","15.270453649200043","7.6352268246000214","21.168636416267447","10.699128215866706","3.570699462965907","0.02853248009540813","0.014266240047704064","0.022324990544832134"
Mon Apr  3 08:19:02 UTC 2023,Mon Apr  3 08:34:03 UTC 2023,"4","8","15","30","15.492949894714403","7.746474947357202","20.45631440390134","11.090947020300275","4.10366107376564","0.029890958152877987","0.014945479076438993","0.019718304732175486"
Mon Apr  3 08:34:03 UTC 2023,Mon Apr  3 08:49:04 UTC 2023,"4","8","15","30","15.359836262379993","7.6799181311899964","20.49833406969944","10.699133452332656","3.4342098856325416","0.024668463960928234","0.012334231980464117","0.016296563431036516"
Mon Apr  3 08:49:04 UTC 2023,Mon Apr  3 09:04:04 UTC 2023,"4","8","15","30","15.542334083706695","7.771167041853348","21.00401142973569","10.82847732520119","4.374727189899811","0.028835088271251617","0.014417544135625808","0.019529924195392956"
Mon Apr  3 09:04:04 UTC 2023,Mon Apr  3 09:19:05 UTC 2023,"4","8","15","30","13.838371556019991","6.919185778009996","21.34806172043124","11.098867882132375","2.5588086598649777","0.01632782579309323","0.008163912896546615","0.010406637921826995"
Mon Apr  3 09:19:05 UTC 2023,Mon Apr  3 09:34:05 UTC 2023,"4","8","15","30","5.495740524253343","2.7478702621266713","8.32384321896631","4.349076744033179","1.4019738987321033","0","0","0"
Mon Apr  3 09:34:05 UTC 2023,Mon Apr  3 09:49:06 UTC 2023,"4","8","15","30","5.491089492548879","2.7455447462744393","7.379099867500675","3.8678375881999574","1.113433935068315","0","0","0"
Mon Apr  3 09:49:06 UTC 2023,Mon Apr  3 10:04:06 UTC 2023,"4","8","15","30","5.4525651504299875","2.7262825752149937","8.040218862536129","4.038112091701866","1.5315998122328893","0","0","0"
Mon Apr  3 10:04:06 UTC 2023,Mon Apr  3 10:19:07 UTC 2023,"4","8","15","30","5.517651826951123","2.7588259134755617","7.544166224500319","3.9492148452322","1.4035316049004904","0","0","0"
Mon Apr  3 10:19:07 UTC 2023,Mon Apr  3 10:34:07 UTC 2023,"4","8","15","30","5.440524816597787","2.7202624082988933","8.132522619300289","4.310660461600249","1.508161765699818","0","0","0"
Mon Apr  3 10:34:07 UTC 2023,Mon Apr  3 10:49:08 UTC 2023,"4","8","15","30","5.397883352833322","2.698941676416661","7.675563811966761","3.86525060593267","1.1095009477673254","0","0","0"
Mon Apr  3 10:49:08 UTC 2023,Mon Apr  3 11:04:08 UTC 2023,"4","8","15","30","5.371984369864482","2.685992184932241","8.219419481533501","4.138273683766601","1.3008544261334465","0","0","0"
Mon Apr  3 11:04:08 UTC 2023,Mon Apr  3 11:19:09 UTC 2023,"4","8","15","30","8.77674175221447","4.388370876107235","33.25495176916787","16.99621538040034","1.4123847764664486","0.9309030133218574","0.4654515066609287","0.49001103238506716"
Mon Apr  3 11:19:09 UTC 2023,Mon Apr  3 11:34:09 UTC 2023,"4","8","15","30","28.55065343940999","14.275326719704996","37.284583562399106","18.71540470329928","7.106700905400794","4.498095329003456","2.249047664501728","2.286124685637944"
Mon Apr  3 11:34:09 UTC 2023,Mon Apr  3 11:49:10 UTC 2023,"4","8","15","30","28.326643589211102","14.163321794605551","40.59590660490018","21.23229228349907","8.033742813432278","4.345383069151728","2.172691534575864","2.2516981071793047"
Mon Apr  3 11:49:10 UTC 2023,Mon Apr  3 12:04:10 UTC 2023,"4","8","15","30","28.427894353703337","14.213947176851669","40.98080798363468","21.912651267434317","6.762721239366026","4.009589453112657","2.0047947265563284","2.2767171449540284"
Mon Apr  3 12:04:10 UTC 2023,Mon Apr  3 12:19:11 UTC 2023,"4","8","15","30","28.36172875755331","14.180864378776654","43.30912698012932","21.79937219043107","7.50270755206778","4.126478948359761","2.0632394741798805","2.2111824436482728"
Mon Apr  3 12:19:11 UTC 2023,Mon Apr  3 12:34:12 UTC 2023,"4","8","15","30","28.17322105400342","14.08661052700171","42.58265968746661","22.054166561066328","6.2486515793018045","4.301857048198855","2.1509285240994274","2.2505394415149462"
Mon Apr  3 12:34:12 UTC 2023,Mon Apr  3 12:49:13 UTC 2023,"4","8","15","30","28.432443552324294","14.216221776162147","40.99940761540395","21.96983887203581","6.625704575834486","4.297959980274713","2.1489799901373563","2.295886545209197"
Mon Apr  3 12:49:13 UTC 2023,Mon Apr  3 13:04:14 UTC 2023,"4","8","15","30","28.09372537476774","14.04686268738387","38.65932464453314","19.91858653826639","7.645781461933317","4.286821642806891","2.1434108214034455","2.263514268912637"
Mon Apr  3 13:04:14 UTC 2023,Mon Apr  3 13:19:14 UTC 2023,"4","8","15","30","24.70218837750791","12.351094188753954","39.24710957443652","19.86618903503598","1.9873856599985933","3.562914103479309","1.7814570517396544","1.8868952189091943"
Mon Apr  3 13:19:14 UTC 2023,Mon Apr  3 13:34:15 UTC 2023,"4","8","15","30","7.536132701298791","3.7680663506493954","11.370448154901775","6.115849279868416","1.5855561110307463","0.009123853401143115","0.004561926700571557","0.0064178194793144605"
Mon Apr  3 13:34:15 UTC 2023,Mon Apr  3 13:49:15 UTC 2023,"4","8","15","30","7.583272616954441","3.7916363084772207","10.07744279213172","5.504910761300319","1.846791843433554","0.013167892132173882","0.006583946066086941","0.008515300025280977"
Mon Apr  3 13:49:15 UTC 2023,Mon Apr  3 14:04:16 UTC 2023,"4","8","15","30","7.418528139194499","3.7092640695972494","11.390440322532474","5.912609686900396","1.5741559463669546","0.017110570428719687","0.008555285214359843","0.01018801480113534"
Mon Apr  3 14:04:16 UTC 2023,Mon Apr  3 14:19:16 UTC 2023,"4","8","15","30","7.601213843352289","3.8006069216761444","10.41460144709563","5.483684889731618","1.7095310755306854","0.023816283373546857","0.011908141686773429","0.014616679505732087"
Mon Apr  3 14:19:16 UTC 2023,Mon Apr  3 14:34:17 UTC 2023,"4","8","15","30","7.5743191907421625","3.7871595953710813","10.536453151334232","5.610155316267628","1.8321684392673585","0.024099202827589275","0.012049601413794638","0.013587629770118764"
Mon Apr  3 14:34:17 UTC 2023,Mon Apr  3 14:49:18 UTC 2023,"4","8","15","30","7.553474390788859","3.7767371953944293","10.685347868366321","5.396846693765838","1.4651705709984526","0.028743597501156258","0.014371798750578129","0.016229769110347778"
Mon Apr  3 14:49:18 UTC 2023,Mon Apr  3 15:04:18 UTC 2023,"4","8","15","30","7.590485317194446","3.795242658597223","10.74099262256641","5.991389497000879","2.153942741403201","0.030247722880465875","0.015123861440232938","0.017184643316097377"
Mon Apr  3 15:04:18 UTC 2023,Mon Apr  3 15:19:18 UTC 2023,"4","8","15","30","7.446400416541147","3.7232002082705735","11.567470937167915","6.232708236668259","1.459387390765672","0.026529341310345643","0.013264670655172821","0.014781788809190842"
Mon Apr  3 15:19:19 UTC 2023,Mon Apr  3 15:34:19 UTC 2023,"4","8","15","30","5.864182439285537","2.9320912196427686","8.50231700646303","4.890502903664795","1.6629818602659119","0","0","0"
Mon Apr  3 15:34:19 UTC 2023,Mon Apr  3 15:49:19 UTC 2023,"4","8","15","30","5.9536154460200725","2.9768077230100363","9.460377588596504","4.747825713265532","1.5548593046686923","0","0","0"
Mon Apr  3 15:49:20 UTC 2023,Mon Apr  3 16:04:20 UTC 2023,"4","8","15","30","6.0329682114010215","3.0164841057005107","9.317447069232973","4.81620446559973","1.291244738199748","0","0","0"
Mon Apr  3 16:04:20 UTC 2023,Mon Apr  3 16:19:20 UTC 2023,"4","8","15","30","5.976613743958945","2.9883068719794723","8.689318965666462","4.533801966932757","1.453585339935186","0","0","0"
Mon Apr  3 16:19:21 UTC 2023,Mon Apr  3 16:34:21 UTC 2023,"4","8","15","30","5.907563447763419","2.9537817238817095","7.831367910967674","4.352684355531043","1.3906380889355205","0","0","0"
Mon Apr  3 16:34:21 UTC 2023,Mon Apr  3 16:49:22 UTC 2023,"4","8","15","30","5.826887178921089","2.9134435894605444","7.646327609498985","3.9035395591985433","1.5105389826659423","0","0","0"
Mon Apr  3 16:49:22 UTC 2023,Mon Apr  3 17:04:23 UTC 2023,"4","8","15","30","5.881220363557675","2.9406101817788377","8.595499932265376","4.5032918796991","1.2788811770655835","0","0","0"
Mon Apr  3 17:04:23 UTC 2023,Mon Apr  3 17:19:23 UTC 2023,"4","8","15","30","6.810900275634422","3.405450137817211","16.306147416832392","8.451091506134253","1.4306805321015417","0.044986863553759054","0.022493431776879534","0.023051543312646375"
Mon Apr  3 17:19:23 UTC 2023,Mon Apr  3 17:34:24 UTC 2023,"4","8","15","30","14.4079362691556","7.2039681345778","20.476687522632226","10.8570591223659","3.494109733569591","0.2778443984103412","0.1389221992051706","0.1440153816896531"
Mon Apr  3 17:34:24 UTC 2023,Mon Apr  3 17:49:24 UTC 2023,"4","8","15","30","14.501145473987819","7.2505727369939095","19.98402081110204","10.390784870565403","3.130374151134553","0.2676878256586129","0.13384391282930644","0.13393170166895832"
Mon Apr  3 17:49:25 UTC 2023,Mon Apr  3 18:04:25 UTC 2023,"4","8","15","30","14.29896321585544","7.14948160792772","19.389429665830296","9.935001634267003","3.9204703063975708","0.2576549709448223","0.12882748547241116","0.1320600100023031"
Mon Apr  3 18:04:25 UTC 2023,Mon Apr  3 18:19:26 UTC 2023,"4","8","15","30","14.717180999905622","7.358590499952811","22.135874290030916","11.4092687291326","3.3856333976999546","0.24999040713218973","0.12499520356609486","0.1300992994586303"
Mon Apr  3 18:19:26 UTC 2023,Mon Apr  3 18:34:26 UTC 2023,"4","8","15","30","14.673641234176596","7.336820617088298","21.682373159200264","11.13766262246451","3.8184386986657044","0.2404411755459739","0.12022058777298696","0.12294559627010329"
Mon Apr  3 18:34:26 UTC 2023,Mon Apr  3 18:49:27 UTC 2023,"4","8","15","30","14.706304834453364","7.353152417226682","20.58246052903511","10.717687873367685","3.2651434384014766","0.2366553633505761","0.11832768167528805","0.1210983889540236"
Mon Apr  3 18:49:27 UTC 2023,Mon Apr  3 19:04:27 UTC 2023,"4","8","15","30","14.387225432131155","7.193612716065577","19.593210413264266","11.168931652632697","3.7695164778657877","0.262945963344811","0.1314729816724055","0.13265493011838708"
Mon Apr  3 19:04:27 UTC 2023,Mon Apr  3 19:19:28 UTC 2023,"4","8","15","30","14.436944299323432","7.218472149661716","21.83948299109858","11.019386710932789","2.75871660830065","0.2615820483609314","0.1307910241804657","0.1351970564057494"
Mon Apr  3 19:19:28 UTC 2023,Mon Apr  3 19:34:28 UTC 2023,"4","8","15","30","18.52879071391873","9.264395356959366","24.73290504363443","12.568096387568707","4.432368313668606","0.1251090976574703","0.06255454882873515","0.09440219945862392"
Mon Apr  3 19:34:28 UTC 2023,Mon Apr  3 19:49:29 UTC 2023,"4","8","15","30","18.414571826766608","9.207285913383304","27.69261982079673","14.269690502132288","4.22166607916588","0.11575224585056737","0.05787612292528368","0.09174009623103334"
Mon Apr  3 19:49:29 UTC 2023,Mon Apr  3 20:04:29 UTC 2023,"4","8","15","30","18.454011591354565","9.227005795677282","26.879921601864044","13.745615349966101","4.753039835668945","0.09899800784943422","0.04949900392471711","0.07717938254827877"
