start_timestamp,end_timestamp,cpu_request_avg_container,cpu_request_sum_container,cpu_limit_avg_container,cpu_limit_sum_container,cpu_usage_sum_container,cpu_usage_avg_container,cpu_usage_max_container,cpu_usage_min_container,cpu_throttle_sum_container,cpu_throttle_avg_container,cpu_throttle_max_container
Thu Mar 30 00:45:23 UTC 2023,Thu Mar 30 01:00:24 UTC 2023,"4","8","15","30","25.102059956301105","12.551029978150552","34.55708501396778","18.47659781956657","6.209210981867121","0.00006222286207759325","0.00003111143103879662","0.00006222286207759325"
Thu Mar 30 01:00:24 UTC 2023,Thu Mar 30 01:15:24 UTC 2023,"4","8","15","30","10.824927000006687","5.412463500003343","34.163056753467146","18.192579021134105","0.90752970543496","0.000028614374713961507","0.000014307187356980753","0.000028614374713961507"
Thu Mar 30 01:15:24 UTC 2023,Thu Mar 30 01:30:25 UTC 2023,"4","8","15","30","4.143502155720037","2.0717510778600183","6.363522303234397","3.4404046206676866","0.926173215865856","0","0","0"
Thu Mar 30 01:30:25 UTC 2023,Thu Mar 30 01:45:25 UTC 2023,"4","8","15","30","4.134431458889933","2.0672157294449667","6.215070080700874","3.116210188633219","0.9992855586324974","0","0","0"
Thu Mar 30 01:45:25 UTC 2023,Thu Mar 30 02:00:26 UTC 2023,"4","8","15","30","4.055143101934485","2.0275715509672425","5.51260197070078","2.8057390004668075","0.8144111500005238","0","0","0"
Thu Mar 30 02:00:26 UTC 2023,Thu Mar 30 02:15:26 UTC 2023,"4","8","15","30","4.000054175550015","2.0000270877750075","5.630044382901785","3.10358924093501","0.9666199471335858","0","0","0"
Thu Mar 30 02:15:26 UTC 2023,Thu Mar 30 02:30:27 UTC 2023,"4","8","15","30","3.97395320882775","1.986976604413875","5.294593941800606","2.6482655694999266","1.0308056902334404","0","0","0"
Thu Mar 30 02:30:27 UTC 2023,Thu Mar 30 02:45:27 UTC 2023,"4","8","15","30","4.104194653508927","2.0520973267544633","5.720585450165284","3.1804069991320527","1.1673488356328259","0","0","0"
Thu Mar 30 02:45:27 UTC 2023,Thu Mar 30 03:00:28 UTC 2023,"4","8","15","30","4.138949344589944","2.069474672294972","5.549392241967143","3.005179136933293","1.2030691660339168","0","0","0"
Thu Mar 30 03:00:28 UTC 2023,Thu Mar 30 03:15:28 UTC 2023,"4","8","15","30","11.23701073840448","5.61850536920224","19.144501096299308","10.037938164465595","1.2746597401002266","0.03037108558274594","0.01518554279137297","0.016201458062060664"
Thu Mar 30 03:15:28 UTC 2023,Thu Mar 30 03:30:29 UTC 2023,"4","8","15","30","14.897442427090006","7.448721213545003","20.767586086067602","11.50910524686721","3.461688508434842","0.05495683435056607","0.027478417175283036","0.0325951748390765"
Thu Mar 30 03:30:29 UTC 2023,Thu Mar 30 03:45:29 UTC 2023,"4","8","15","30","14.977179853322193","7.4885899266610965","22.467971333267634","11.845440677301182","3.2845412133998857","0.05022652489885865","0.025113262449429324","0.03353226344598238"
Thu Mar 30 03:45:29 UTC 2023,Thu Mar 30 04:00:30 UTC 2023,"4","8","15","30","14.962876713853328","7.481438356926664","20.064266307898407","10.84506804466558","4.340131329665504","0.05630608082873729","0.028153040414368644","0.0371116015954069"
Thu Mar 30 04:00:30 UTC 2023,Thu Mar 30 04:15:31 UTC 2023,"4","8","15","30","14.863364160074465","7.431682080037232","21.59044381433438","12.031442574268052","3.48574887093273","0.052709375528753176","0.026354687764376588","0.03275701394368193"
Thu Mar 30 04:15:31 UTC 2023,Thu Mar 30 04:30:31 UTC 2023,"4","8","15","30","14.830320337472237","7.415160168736119","21.068064527867442","11.171521001033641","3.628185894066701","0.04534923072759499","0.022674615363797494","0.028209874416091324"
Thu Mar 30 04:30:32 UTC 2023,Thu Mar 30 04:45:32 UTC 2023,"4","8","15","30","15.025854957903308","7.512927478951654","22.47027628890161","11.52646794016667","3.8081644985009917","0.03890662902990228","0.01945331451495114","0.025632642831047197"
Thu Mar 30 04:45:32 UTC 2023,Thu Mar 30 05:00:32 UTC 2023,"4","8","15","30","14.7634131315789","7.38170656578945","22.732903347399162","12.399728290499963","3.2900702706344114","0.03067417036090983","0.015337085180454915","0.020187007568959928"
Thu Mar 30 05:00:33 UTC 2023,Thu Mar 30 05:15:33 UTC 2023,"4","8","15","30","9.157449066143343","4.5787245330716715","20.69534627303365","11.628617007566694","1.3654443136338765","0.006177788979310981","0.0030888944896554906","0.00443988432298179"
Thu Mar 30 05:15:33 UTC 2023,Thu Mar 30 05:30:33 UTC 2023,"4","8","15","30","6.149258532129977","3.0746292660649885","8.912358646965973","4.549675790034234","1.1774813045999812","0","0","0"
Thu Mar 30 05:30:33 UTC 2023,Thu Mar 30 05:45:34 UTC 2023,"4","8","15","30","5.836405677540007","2.9182028387700036","8.68413323216761","4.345616813467738","1.41981675933348","0","0","0"
Thu Mar 30 05:45:34 UTC 2023,Thu Mar 30 06:00:34 UTC 2023,"4","8","15","30","5.522788473377782","2.761394236688891","8.333302090633271","4.383218349700716","1.3799598398657205","0","0","0"
Thu Mar 30 06:00:34 UTC 2023,Thu Mar 30 06:15:35 UTC 2023,"4","8","15","30","5.579038777324474","2.789519388662237","7.662380798735345","4.275032582900409","1.4805159839335829","0","0","0"
Thu Mar 30 06:15:35 UTC 2023,Thu Mar 30 06:30:35 UTC 2023,"4","8","15","30","5.51668138283997","2.758340691419985","8.6405520992664","4.407382105733268","1.1735086235334165","0","0","0"
Thu Mar 30 06:30:35 UTC 2023,Thu Mar 30 06:45:36 UTC 2023,"4","8","15","30","5.493987467815557","2.7469937339077783","7.926760032068705","4.126252370034733","1.6710028655341982","0","0","0"
Thu Mar 30 06:45:36 UTC 2023,Thu Mar 30 07:00:36 UTC 2023,"4","8","15","30","5.406922903780036","2.703461451890018","8.213316333501522","4.319470954168355","1.1145318792007552","0","0","0"
Thu Mar 30 07:00:36 UTC 2023,Thu Mar 30 07:15:37 UTC 2023,"4","8","15","30","19.546863959653294","9.773431979826647","41.01072665920171","20.810193676967174","1.7145720942663805","3.214787717422989","1.6073938587114944","1.692085781696553"
Thu Mar 30 07:15:37 UTC 2023,Thu Mar 30 07:30:37 UTC 2023,"4","8","15","30","28.67661979508114","14.33830989754057","40.68617333803559","21.475134970534903","6.0797088609348675","4.68471742923219","2.342358714616095","2.385937209775867"
Thu Mar 30 07:30:37 UTC 2023,Thu Mar 30 07:45:38 UTC 2023,"4","8","15","30","28.546551570172177","14.273275785086089","42.02242373239909","21.83556833093365","7.467586505366489","4.590905106083916","2.295452553041958","2.3759815489954077"
Thu Mar 30 07:45:38 UTC 2023,Thu Mar 30 08:00:38 UTC 2023,"4","8","15","30","27.914524985191143","13.957262492595572","42.20780669066784","21.883712500033045","5.671286231665484","4.634153707829874","2.317076853914937","2.351328961464363"
Thu Mar 30 08:00:38 UTC 2023,Thu Mar 30 08:15:39 UTC 2023,"4","8","15","30","28.169812241811176","14.084906120905588","38.15295901273687","21.17897385956797","5.619896023864082","4.595666736670106","2.297833368335053","2.3211775829206824"
Thu Mar 30 08:15:39 UTC 2023,Thu Mar 30 08:30:39 UTC 2023,"4","8","15","30","28.26353322911995","14.131766614559975","39.80017119583208","20.31898236586712","7.7451092735359754","4.538594003132178","2.269297001566089","2.3342300612034528"
Thu Mar 30 08:30:40 UTC 2023,Thu Mar 30 08:45:40 UTC 2023,"4","8","15","30","28.048653158643276","14.024326579321638","42.923485691829896","22.47874160509867","6.903864308167249","4.6231036971482595","2.3115518485741298","2.322302318186196"
Thu Mar 30 08:45:40 UTC 2023,Thu Mar 30 09:00:41 UTC 2023,"4","8","15","30","28.074739775427794","14.037369887713897","36.86741788450163","19.400027600966858","8.015112511801998","4.6330864548988595","2.3165432274494298","2.356581552766666"
Thu Mar 30 09:00:41 UTC 2023,Thu Mar 30 09:15:41 UTC 2023,"4","8","15","30","14.53896534061111","7.269482670305555","36.40996009760225","18.6994392614346","1.9262378228013404","1.5014882088609238","0.7507441044304619","0.7675661147218507"
Thu Mar 30 09:15:41 UTC 2023,Thu Mar 30 09:30:42 UTC 2023,"4","8","15","30","7.5143319313144055","3.7571659656572027","12.010067573566143","6.070614268968347","1.374505332065746","0.010819404014960284","0.005409702007480142","0.006234203880464112"
Thu Mar 30 09:30:42 UTC 2023,Thu Mar 30 09:45:42 UTC 2023,"4","8","15","30","7.531357140280047","3.7656785701400235","10.408059172797948","5.29054935866734","1.6063145137974062","0.017252903472416065","0.008626451736208032","0.010841805713793836"
Thu Mar 30 09:45:42 UTC 2023,Thu Mar 30 10:00:43 UTC 2023,"4","8","15","30","7.444731877278795","3.7223659386393977","10.516760007870229","5.5659788369666785","1.493757818363762","0.019711578544831417","0.009855789272415708","0.009984312958623304"
Thu Mar 30 10:00:43 UTC 2023,Thu Mar 30 10:15:43 UTC 2023,"4","8","15","30","7.497938907650013","3.7489694538250067","9.697748603698951","5.015936930632839","1.9221651206646735","0.023894321740218227","0.011947160870109113","0.012819114321827403"
Thu Mar 30 10:15:43 UTC 2023,Thu Mar 30 10:30:44 UTC 2023,"4","8","15","30","7.614260588749959","3.8071302943749794","10.503665515803732","5.346448755101301","2.0140037637009907","0.0279045728701314","0.0139522864350657","0.01568501945518107"
Thu Mar 30 10:30:44 UTC 2023,Thu Mar 30 10:45:44 UTC 2023,"4","8","15","30","7.541996272468888","3.770998136234444","10.407171190933635","5.344959899798656","1.3996218011675714","0.03178071126894793","0.015890355634473965","0.01666870594021982"
Thu Mar 30 10:45:44 UTC 2023,Thu Mar 30 11:00:45 UTC 2023,"4","8","15","30","7.433733768502328","3.716866884251164","11.129600452732605","5.815117230099471","1.948638324435645","0.030873546664366883","0.015436773332183441","0.016040588800003218"
Thu Mar 30 11:00:45 UTC 2023,Thu Mar 30 11:15:45 UTC 2023,"4","8","15","30","6.650150290396737","3.3250751451983684","9.260414237331133","4.758470516333667","1.709580749932987","0.011539233912648258","0.006062575472198135","0.006983106540236355"
Thu Mar 30 11:15:45 UTC 2023,Thu Mar 30 11:30:46 UTC 2023,"4","8","15","30","5.831685390708736","2.915842695354368","7.73635203629965","4.094331187133988","1.6504684583322766","0","0","0"
Thu Mar 30 11:30:46 UTC 2023,Thu Mar 30 11:45:46 UTC 2023,"4","8","15","30","5.8075633817855525","2.9037816908927763","7.308751059564141","3.8351943271312243","1.44408164479925","0","0","0"
Thu Mar 30 11:45:46 UTC 2023,Thu Mar 30 12:00:47 UTC 2023,"4","8","15","30","5.8447427348011285","2.9223713674005642","8.410331589635462","4.506654751234843","1.4428687714001474","0","0","0"
Thu Mar 30 12:00:47 UTC 2023,Thu Mar 30 12:15:47 UTC 2023,"4","8","15","30","5.758188136915496","2.879094068457748","9.007788713866223","4.70913787856698","1.2635987998684868","0","0","0"
Thu Mar 30 12:15:47 UTC 2023,Thu Mar 30 12:30:48 UTC 2023,"4","8","15","30","5.817151092031143","2.9085755460155713","8.321824576131378","4.2026027814989595","1.5302238228304001","0","0","0"
Thu Mar 30 12:30:48 UTC 2023,Thu Mar 30 12:45:48 UTC 2023,"4","8","15","30","5.917023031108935","2.9585115155544677","8.962534946436062","4.589540401601698","1.3658668919660462","0","0","0"
Thu Mar 30 12:45:48 UTC 2023,Thu Mar 30 13:00:49 UTC 2023,"4","8","15","30","5.806854455583445","2.9034272277917226","8.118478502868674","4.1402419545998175","1.056825250965388","0","0","0"
Thu Mar 30 13:00:49 UTC 2023,Thu Mar 30 13:15:49 UTC 2023,"4","8","15","30","10.96004026246878","5.48002013123439","19.059353724467414","10.179700983401078","1.5687315958668477","0.21723860020459237","0.10861930010229619","0.11518231830343902"
Thu Mar 30 13:15:50 UTC 2023,Thu Mar 30 13:30:50 UTC 2023,"4","8","15","30","14.668295996450016","7.334147998225008","21.290388009836896","11.50561963613533","3.692528159066569","0.3162640330425347","0.15813201652126735","0.17740672767701246"
Thu Mar 30 13:30:50 UTC 2023,Thu Mar 30 13:45:50 UTC 2023,"4","8","15","30","14.748262933463295","7.374131466731647","20.910883843599976","10.836822489268767","3.758511760365218","0.3208454927252927","0.16042274636264636","0.1827377510609155"
Thu Mar 30 13:45:50 UTC 2023,Thu Mar 30 14:00:51 UTC 2023,"4","8","15","30","14.50453857899333","7.252269289496665","21.76886230586873","11.51419573709912","3.787858025500706","0.31488094805746847","0.15744047402873423","0.18123395552183968"
Thu Mar 30 14:00:51 UTC 2023,Thu Mar 30 14:15:51 UTC 2023,"4","8","15","30","14.604613040243406","7.302306520121703","19.39280061183575","9.938166721867553","2.7948143701340693","0.299786472189673","0.1498932360948365","0.16405321948851484"
Thu Mar 30 14:15:51 UTC 2023,Thu Mar 30 14:30:52 UTC 2023,"4","8","15","30","14.691649755363274","7.345824877681637","22.345152290301243","11.736050350199609","3.3172950606637945","0.3143020822901089","0.15715104114505446","0.18482998003378637"
Thu Mar 30 14:30:52 UTC 2023,Thu Mar 30 14:45:52 UTC 2023,"4","8","15","30","14.648912737184439","7.3244563685922195","19.605978494203494","9.84211543686688","3.858799899365598","0.3333741089580865","0.16668705447904325","0.1963141728787701"
Thu Mar 30 14:45:52 UTC 2023,Thu Mar 30 15:00:53 UTC 2023,"4","8","15","30","14.697810342378862","7.348905171189431","21.531886123966736","11.368811857366625","4.198211900168099","0.3223810705158725","0.16119053525793625","0.1820334651250818"
Thu Mar 30 15:00:53 UTC 2023,Thu Mar 30 15:15:53 UTC 2023,"4","8","15","30","17.270125190183364","8.635062595091682","27.802399182063528","14.771606143730848","4.36894036163576","0.23116524882989953","0.11558262441494976","0.1499249754965656"
Thu Mar 30 15:15:53 UTC 2023,Thu Mar 30 15:30:54 UTC 2023,"4","8","15","30","19.020372929331174","9.510186464665587","26.803333187200284","13.479372943033619","4.843140196466508","0.17871149996781974","0.08935574998390987","0.1394495089379328"
Thu Mar 30 15:30:54 UTC 2023,Thu Mar 30 15:45:54 UTC 2023,"4","8","15","30","18.837794939415502","9.418897469707751","27.815404503567457","14.520751350167362","3.4336492169997657","0.1301164708505873","0.06505823542529365","0.09874607196782553"
Thu Mar 30 15:45:54 UTC 2023,Thu Mar 30 16:00:55 UTC 2023,"4","8","15","30","18.55570606678893","9.277853033394464","27.392528247266696","14.512009545400117","4.252891197168113","0.10459561427587163","0.05229780713793582","0.07775089481379502"
Thu Mar 30 16:00:55 UTC 2023,Thu Mar 30 16:15:55 UTC 2023,"4","8","15","30","18.47575854011656","9.23787927005828","23.450208084401673","12.121266823502568","4.506101608233681","0.10825495646668373","0.05412747823334187","0.08604864403563646"
Thu Mar 30 16:15:55 UTC 2023,Thu Mar 30 16:30:56 UTC 2023,"4","8","15","30","18.540453206777308","9.270226603388654","27.302098734731167","13.734754820365925","5.093496467766817","0.11684239467929769","0.05842119733964885","0.09328795613907678"
Thu Mar 30 16:30:56 UTC 2023,Thu Mar 30 16:45:56 UTC 2023,"4","8","15","30","18.621509642043257","9.310754821021629","25.804932570868793","13.395232231934399","5.095917487497597","0.10282295585747797","0.051411477928738986","0.07855741261034915"
Thu Mar 30 16:45:56 UTC 2023,Thu Mar 30 17:00:57 UTC 2023,"4","8","15","30","18.476000323299985","9.238000161649992","26.556259874498934","13.873525726232522","5.3107968633334774","0.12862451294481878","0.0643122564724094","0.1039020706712631"
Thu Mar 30 17:00:57 UTC 2023,Thu Mar 30 17:15:57 UTC 2023,"4","8","15","30","17.571928465979997","8.785964232989999","27.55350353733326","15.499291867867578","3.728936134662945","0.04629640614828992","0.02314820307414496","0.0368160776609298"
Thu Mar 30 17:15:57 UTC 2023,Thu Mar 30 17:30:58 UTC 2023,"4","8","15","30","17.358127371061123","8.679063685530561","23.874749592800313","13.092962228968585","3.680709012364969","0","0","0"
Thu Mar 30 17:30:58 UTC 2023,Thu Mar 30 17:45:58 UTC 2023,"4","8","15","30","17.157455207613403","8.578727603806701","23.414172073733063","11.71109795383333","4.46264052480304","0","0","0"
Thu Mar 30 17:45:59 UTC 2023,Thu Mar 30 18:00:59 UTC 2023,"4","8","15","30","17.126190951694348","8.563095475847174","23.64013297613322","12.144473715033381","4.136160866935582","0","0","0"
Thu Mar 30 18:00:59 UTC 2023,Thu Mar 30 18:15:59 UTC 2023,"4","8","15","30","17.30160850270884","8.65080425135442","24.964059001234514","13.185638515100193","4.101002616330516","0","0","0"
Thu Mar 30 18:16:00 UTC 2023,Thu Mar 30 18:31:00 UTC 2023,"4","8","15","30","17.05195954450781","8.525979772253905","25.717967671136527","13.2893273254352","4.256239828964074","0","0","0"
Thu Mar 30 18:31:00 UTC 2023,Thu Mar 30 18:46:00 UTC 2023,"4","8","15","30","16.950903782366723","8.475451891183361","24.3059916680019","12.559360875499745","4.662278257834259","0","0","0"
Thu Mar 30 18:46:01 UTC 2023,Thu Mar 30 19:01:01 UTC 2023,"4","8","15","30","17.389887362809905","8.694943681404952","24.84268432959992","13.382187854498625","3.495358571965092","0","0","0"
Thu Mar 30 19:01:01 UTC 2023,Thu Mar 30 19:16:02 UTC 2023,"4","8","15","30","9.48919058755118","4.74459529377559","23.480410056130495","12.131277658499311","0.9409764847019687","0","0","0"
Thu Mar 30 19:16:02 UTC 2023,Thu Mar 30 19:31:02 UTC 2023,"4","8","15","30","3.595588034308877","1.7977940171544384","5.403017295334333","2.859391391366565","0.8157511098349156","0","0","0"
Thu Mar 30 19:31:02 UTC 2023,Thu Mar 30 19:46:03 UTC 2023,"4","8","15","30","3.70705288996118","1.85352644498059","5.562315217067953","2.9535374813014643","0.880672533934315","0","0","0"
Thu Mar 30 19:46:03 UTC 2023,Thu Mar 30 20:01:03 UTC 2023,"4","8","15","30","3.533640893164426","1.766820446582213","5.266531806966911","2.847755538097893","0.9184414312321072","0","0","0"
Thu Mar 30 20:01:03 UTC 2023,Thu Mar 30 20:16:04 UTC 2023,"4","8","15","30","3.710679006164428","1.855339503082214","5.666160519296924","3.2716198407307577","0.8704387229983694","0","0","0"
Thu Mar 30 20:16:04 UTC 2023,Thu Mar 30 20:31:04 UTC 2023,"4","8","15","30","3.5553232327855135","1.7776616163927568","5.258770509467771","2.8182245994685218","0.7907335177684823","0","0","0"
Thu Mar 30 20:31:04 UTC 2023,Thu Mar 30 20:46:05 UTC 2023,"4","8","15","30","3.6224338672100567","1.8112169336050283","5.284768497699407","2.7944985334994272","0.807676907236843","0","0","0"
Thu Mar 30 20:46:05 UTC 2023,Thu Mar 30 21:01:05 UTC 2023,"4","8","15","30","3.55234904567323","1.776174522836615","4.857430815529854","2.747050706498946","0.68884005920263","0","0","0"
Thu Mar 30 21:01:05 UTC 2023,Thu Mar 30 21:16:06 UTC 2023,"4","8","15","30","4.43603471570894","2.21801735785447","7.042777170865641","3.633673228533007","1.0559740902972408","0","0","0"
Thu Mar 30 21:16:06 UTC 2023,Thu Mar 30 21:31:06 UTC 2023,"4","8","15","30","4.997451169092157","2.4987255845460785","7.5403186752305675","3.91576344089893","1.308778687232795","0","0","0"
Thu Mar 30 21:31:06 UTC 2023,Thu Mar 30 21:46:07 UTC 2023,"4","8","15","30","4.991348529722309","2.4956742648611545","7.364147810432284","3.938197779899929","1.2197662356348398","0","0","0"
Thu Mar 30 21:46:07 UTC 2023,Thu Mar 30 22:01:07 UTC 2023,"4","8","15","30","5.158292690745633","2.5791463453728163","7.383096899305626","3.8748829806029486","1.3611630705340454","0","0","0"
Thu Mar 30 22:01:07 UTC 2023,Thu Mar 30 22:16:08 UTC 2023,"4","8","15","30","5.061135294525496","2.530567647262748","7.091046137502417","3.6654828971019016","1.379234582632004","0","0","0"
Thu Mar 30 22:16:08 UTC 2023,Thu Mar 30 22:31:08 UTC 2023,"4","8","15","30","5.306043739877899","2.6530218699389496","8.008227794264288","4.197326105534255","1.026689876934203","0","0","0"
Thu Mar 30 22:31:08 UTC 2023,Thu Mar 30 22:46:09 UTC 2023,"4","8","15","30","5.307960823107666","2.653980411553833","7.292390288567791","3.764788630899663","1.3458109188669671","0","0","0"
Thu Mar 30 22:46:09 UTC 2023,Thu Mar 30 23:01:09 UTC 2023,"4","8","15","30","5.286828082155617","2.6434140410778086","7.635133645268312","3.919016390868152","1.4162167998341222","0","0","0"
Thu Mar 30 23:01:09 UTC 2023,Thu Mar 30 23:16:10 UTC 2023,"4","8","15","30","15.877462054911042","7.938731027455521","33.696477525335894","17.22636557436781","1.27933976870263","0.007039014975846098","0.003519507487923049","0.004367387719534675"
Thu Mar 30 23:16:10 UTC 2023,Thu Mar 30 23:31:10 UTC 2023,"4","8","15","30","25.058229860367845","12.529114930183923","38.33290008819895","19.46614083253468","6.061917633831035","0","0","0"
Thu Mar 30 23:31:10 UTC 2023,Thu Mar 30 23:46:11 UTC 2023,"4","8","15","30","24.986983251456664","12.493491625728332","38.42244772396516","21.135246863864207","6.309347230867328","0.00005039637010135078","0.00002519818505067539","0.00005039637010135078"
Thu Mar 30 23:46:11 UTC 2023,Fri Mar 31 00:01:11 UTC 2023,"4","8","15","30","25.394920182517705","12.697460091258852","36.38716373916638","18.872541150733984","5.631487465568353","0","0","0"
Fri Mar 31 00:01:11 UTC 2023,Fri Mar 31 00:16:12 UTC 2023,"4","8","15","30","25.389016458115595","12.694508229057798","35.33887303149871","19.508068776534248","6.913156612066087","0","0","0"
Fri Mar 31 00:16:12 UTC 2023,Fri Mar 31 00:31:12 UTC 2023,"4","8","15","30","25.419122901963355","12.709561450981678","35.13416154893348","18.324230890030353","6.646136202197522","0.00026232512989255395","0.00013116256494627698","0.00026232512989255395"
Fri Mar 31 00:31:12 UTC 2023,Fri Mar 31 00:46:13 UTC 2023,"4","8","15","30","25.267344166581104","12.633672083290552","36.0275963076662","19.692085307266098","6.2950018763697395","0.00028817803564149593","0.00014408901782074797","0.00028817803564149593"
Fri Mar 31 00:46:13 UTC 2023,Fri Mar 31 01:01:13 UTC 2023,"4","8","15","30","25.641738218105555","12.820869109052778","37.1085038240999","18.597477442402546","6.1715534904312035","0.00001752939195326669","0.000008764695976633344","0.00001752939195326669"
Fri Mar 31 01:01:13 UTC 2023,Fri Mar 31 01:16:14 UTC 2023,"4","8","15","30","18.084302976230006","9.042151488115003","32.11602621583346","18.104311637735616","3.895832618966233","0.000017443789659608585","0.000008721894829804293","0.000017443789659608585"
Fri Mar 31 01:16:14 UTC 2023,Fri Mar 31 01:31:14 UTC 2023,"4","8","15","30","12.656645790975569","6.328322895487784","16.01824664712961","8.10136316466378","2.3971283661318012","0","0","0"
Fri Mar 31 01:31:14 UTC 2023,Fri Mar 31 01:46:15 UTC 2023,"4","8","15","30","12.834747902546596","6.417373951273298","17.654796354201004","8.921441701299045","3.214245622465387","0","0","0"
Fri Mar 31 01:46:15 UTC 2023,Fri Mar 31 02:01:15 UTC 2023,"4","8","15","30","12.629113195065617","6.314556597532809","17.057220520001525","8.931118199202077","3.0786703955343304","0","0","0"
Fri Mar 31 02:01:15 UTC 2023,Fri Mar 31 02:16:15 UTC 2023,"4","8","15","30","12.566285872700004","6.283142936350002","17.956204572366552","9.253911337000318","2.7815989355673083","0","0","0"
Fri Mar 31 02:16:16 UTC 2023,Fri Mar 31 02:31:16 UTC 2023,"4","8","15","30","12.758646011790002","6.379323005895001","19.046709757003313","9.668997981403178","3.5275749731343238","0","0","0"
Fri Mar 31 02:31:16 UTC 2023,Fri Mar 31 02:46:16 UTC 2023,"4","8","15","30","12.682827410813319","6.3414137054066595","19.344697914734326","9.947973689231246","2.7449314248670516","0","0","0"
Fri Mar 31 02:46:16 UTC 2023,Fri Mar 31 03:01:17 UTC 2023,"4","8","15","30","12.626400747130134","6.313200373565067","18.458513043134005","9.806529768765904","3.2213954366976396","0","0","0"
Fri Mar 31 03:01:17 UTC 2023,Fri Mar 31 03:16:17 UTC 2023,"4","8","15","30","9.502793265625499","4.7513966328127495","16.688422046299095","9.109567475800093","1.436567933865202","0","0","0"
Fri Mar 31 03:16:17 UTC 2023,Fri Mar 31 03:31:18 UTC 2023,"4","8","15","30","6.392954723572153","3.1964773617860764","9.639768952833645","5.199222012768344","1.5374791205317402","0","0","0"
Fri Mar 31 03:31:18 UTC 2023,Fri Mar 31 03:46:18 UTC 2023,"4","8","15","30","6.6992110716911135","3.3496055358455568","9.486366251631019","5.238949078364143","1.6528996337981274","0","0","0"
Fri Mar 31 03:46:18 UTC 2023,Fri Mar 31 04:01:19 UTC 2023,"4","8","15","30","6.693041914885528","3.346520957442764","8.80224681533485","4.893876855067599","1.5792266086675226","0","0","0"
Fri Mar 31 04:01:19 UTC 2023,Fri Mar 31 04:16:19 UTC 2023,"4","8","15","30","6.614414897746691","3.3072074488733456","9.987136097198043","5.185871374366495","1.5919080680973516","0","0","0"
Fri Mar 31 04:16:19 UTC 2023,Fri Mar 31 04:31:20 UTC 2023,"4","8","15","30","6.822341726545581","3.4111708632727904","9.849461056870254","5.04340842346816","1.5633733598670612","0","0","0"
Fri Mar 31 04:31:20 UTC 2023,Fri Mar 31 04:46:20 UTC 2023,"4","8","15","30","6.759959939843329","3.3799799699216644","9.243282952404115","4.692934647101598","1.6223354146350175","0","0","0"
Fri Mar 31 04:46:20 UTC 2023,Fri Mar 31 05:01:21 UTC 2023,"4","8","15","30","6.802717489597853","3.4013587447989266","10.280851955366476","5.282486488534293","1.7950277175637894","0","0","0"
Fri Mar 31 05:01:21 UTC 2023,Fri Mar 31 05:16:21 UTC 2023,"4","8","15","30","4.431810503642128","2.215905251821064","8.810101434933799","4.5382784450698335","0.7130028624669649","0","0","0"
Fri Mar 31 05:16:22 UTC 2023,Fri Mar 31 05:31:22 UTC 2023,"4","8","15","30","2.7166627241645216","1.3583313620822608","4.104904132600253","2.1924608614644967","0.6588846432006297","0","0","0"
Fri Mar 31 05:31:22 UTC 2023,Fri Mar 31 05:46:23 UTC 2023,"4","8","15","30","2.6501497416132285","1.3250748708066142","4.1596140136321385","2.2992997716995887","0.5907781943019169","0","0","0"
Fri Mar 31 05:46:23 UTC 2023,Fri Mar 31 06:01:23 UTC 2023,"4","8","15","30","2.5882713447733674","1.2941356723866837","3.952225416801715","2.246871103233813","0.6612163270319191","0","0","0"
Fri Mar 31 06:01:23 UTC 2023,Fri Mar 31 06:16:24 UTC 2023,"4","8","15","30","2.6140748702689436","1.3070374351344718","3.622361164703034","2.0152080501352128","0.6495755993334266","0","0","0"
Fri Mar 31 06:16:24 UTC 2023,Fri Mar 31 06:31:24 UTC 2023,"4","8","15","30","2.7225542923254475","1.3612771461627238","3.7824147052325623","2.147660589734248","0.6132080634008161","0","0","0"
Fri Mar 31 06:31:24 UTC 2023,Fri Mar 31 06:46:25 UTC 2023,"4","8","15","30","2.654921769157777","1.3274608845788884","4.020496502266421","2.3750495622671832","0.593203884200193","0","0","0"
Fri Mar 31 06:46:25 UTC 2023,Fri Mar 31 07:01:25 UTC 2023,"4","8","15","30","2.7156553294000005","1.3578276647000003","4.173965607397259","2.1649583847650016","0.620735389898376","0","0","0"
Fri Mar 31 07:01:25 UTC 2023,Fri Mar 31 07:16:25 UTC 2023,"4","8","15","30","3.19634183549568","1.59817091774784","7.6131742465659045","4.341333770965381","0.6211379999023241","0.0017887752471209355","0.0008943876235604678","0.0014362932367841768"
Fri Mar 31 07:16:26 UTC 2023,Fri Mar 31 07:31:26 UTC 2023,"4","8","15","30","2.732159964171135","1.3660799820855676","3.8883244250008526","1.946903504532141","0.7292268137990807","0","0","0"
Fri Mar 31 07:31:26 UTC 2023,Fri Mar 31 07:46:26 UTC 2023,"4","8","15","30","2.709601895848755","1.3548009479243774","3.9608554490298653","2.212888774764724","0.5872853250669626","0","0","0"
Fri Mar 31 07:46:26 UTC 2023,Fri Mar 31 08:01:27 UTC 2023,"4","8","15","30","2.7333487301733754","1.3666743650866877","3.793334916664753","1.9732318852329627","0.6552814239325623","0","0","0"
