,network_sum_pod,network_avg_pod,network_max_pod,network_min_pod
,"37.949028807403735","6.325956217806378","8.134010477956084","3.977777777777778"
,"326.3424592099365","108.7808197366455","111.17916836646522","106.85977011494253"
,"319.7270335485603","106.5756778495201","107.17959630421672","105.67586206896553"
,"321.3934241259191","107.13114137530638","108.92426559886009","104.57241379310346"
,"323.4961606362143","107.83205354540476","108.93365932652047","106.48735632183909"
,"323.18554379434073","107.72851459811358","110.34634694199694","104.64367816091955"
,"316.2037196127048","105.40123987090158","107.09398574366533","102.55402298850575"
,"317.05242580750075","105.68414193583358","106.52845645708395","104.00459770114944"
,"324.2812062907021","108.09373543023402","108.76331917995981","107.17701149425288"
,"320.26503047711543","106.75501015903848","107.3188347371254","105.7977011494253"
,"320.9600383504198","106.98667945013992","108.25684114418614","104.85517241379311"
,"321.81153349767703","107.27051116589234","109.33339087044949","105.40459770114944"
,"320.16200496069666","106.72066832023222","107.99792412141392","105.35172413793104"
,"324.54568114305994","108.18189371435332","109.78308885736965","106.31724137931036"
,"317.90471874968716","105.96823958322905","107.02357848308692","104.80919540229885"
,"320.88734784268513","106.96244928089504","107.87755041784438","105.42068965517241"
,"319.96193406003704","106.65397802001235","108.01609373704704","104.5793103448276"
,"322.63484621358725","107.5449487378624","108.68382711156485","105.31034482758622"
,"319.64134226886836","106.5471140896228","106.816091954023","106.1605217405129"
,"320.3157911568194","106.77193038560645","108.08195859371718","104.91954022988507"
,"321.0306623280444","107.01022077601479","107.73673589668756","106.38390804597702"
,"320.5159377005059","106.83864590016864","108.50741268588496","104.82068965517242"
,"320.1656661669631","106.72188872232103","106.90093357756325","106.41149425287358"
,"322.24885201901435","107.41628400633812","108.05243296831335","106.64137931034483"
,"323.3204767325998","107.77349224419993","109.95342900393031","105.09885057471266"
,"317.61903539781804","105.87301179927269","106.89752677463204","104"
,"319.4263531583028","106.4754510527676","108.23867152855298","104.2367816091954"
,"321.00185246540997","107.00061748846998","108.77921759363882","103.98850574712644"
,"315.8636571700534","105.28788572335112","107.19959663453294","103.45517241379311"
,"319.88714024960535","106.62904674986845","107.76739712306848","105.06436781609196"
,"316.0259435378933","105.34198117929776","107.01108687233913","103.1632183908046"
,"319.8016740716335","106.60055802387782","107.8343975807157","104.66206896551725"
,"321.82351338051876","107.27450446017292","108.08422979567132","106.02298850574714"
,"317.9757815470245","105.9919271823415","106.42625236914753","105.24137931034483"
,"318.4575292139551","106.15250973798504","106.9577136264168","105.0735632183908"
,"316.299607313098","105.43320243769934","106.38082833006469","103.91724137931035"
,"321.4537578700574","107.15125262335249","108.56345340799531","105.68275862068967"
,"318.3005518381157","106.10018394603858","107.43920844069494","104.48505747126438"
,"320.97285968865","106.99095322954999","108.08097669881525","105.3287356321839"
,"321.0561909486676","107.01873031622253","108.66792869788584","105.48505747126438"
,"317.5300281888795","105.8433427296265","107.67882024685694","103.3977011494253"
,"325.6885064402346","108.5628354800782","110.28502448923507","106.54022988505747"
,"318.7249111865402","106.24163706218009","107.73219349277929","104.26666666666667"
,"321.6823907094683","107.22746356982276","108.53392778259146","106.18620689655174"
,"317.12047089012856","105.70682363004285","107.08944333975704","104.37471264367817"
,"316.61301757935115","105.53767252645038","106.84642473066384","103.34942528735633"
,"322.0619699672178","107.3539899890726","109.23345798446724","105.64367816091955"
,"322.86126469896783","107.62042156632259","108.22504431682813","107.04597701149427"
,"318.2375548647012","106.0791849549004","107.56866695208105","103.7793103448276"
,"326.01418466388634","108.67139488796211","110.57346713741113","107.37011494252874"
,"318.4360377487862","106.14534591626207","107.10761295539018","104.98620689655174"
,"318.59278234730994","106.19759411576997","107.42331002701594","104.8"
,"319.8462093397907","106.61540311326357","108.39311326143465","104.77701149425289"
,"320.8724608396161","106.95748694653872","108.99725298123646","104.74942528735633"
,"317.69661724700904","105.89887241566969","106.81462790330588","105.25747126436782"
,"323.5450131042479","107.84833770141597","109.33339087044949","106.77241379310347"
,"314.63179500778585","104.8772650025953","106.14689452878805","102.72183908045977"
,"325.4910893502988","108.49702978343295","110.1623795837114","107.31034482758622"
,"321.4002327851474","107.13341092838247","109.7467496261034","105.00919540229886"
,"320.00476624521906","106.66825541507302","106.92818800101296","106.44669318673482"
,"317.2076537469605","105.73588458232015","107.30974992930884","103.50344827586208"
,"320.451531927676","106.81717730922533","108.30567198620018","105.15862068965518"
,"319.24860719649655","106.4162023988322","109.25389880205452","103.43218390804599"
,"321.10401238760534","107.03467079586845","108.5679958119036","106.06206896551724"
,"316.7667141323386","105.58890471077953","106.38232635466301","104.64367816091955"
,"319.0881637054174","106.36272123513913","108.89504889330007","103.02758620689656"
,"323.10283244075754","107.70094414691917","110.04654828405015","104.9425287356322"
,"319.77827485164516","106.59275828388172","109.23118678251313","104.41609195402299"
,"320.0339444837576","106.67798149458585","107.06673132021562","106.0344827586207"
,"320.1670234137557","106.72234113791856","107.9434152745145","105.1080459770115"
,"321.3275955671203","107.10919852237342","108.1875694845848","105.67356321839081"
,"317.94272538517333","105.98090846172444","107.86051640318831","103.24827586206897"
,"320.9493931746492","106.9831310582164","108.67019989983999","105.29195402298852"
,"317.67667410459205","105.89222470153068","106.8873063658384","105.29885057471266"
,"322.5200218526176","107.50667395087254","109.55142625804716","106.14942528735632"
,"317.5394948267854","105.84649827559514","106.07924032491961","105.56140392715314"
,"323.07404484112334","107.69134828037446","108.54528379236217","106.70344827586207"
,"320.3703412482241","106.79011374940805","108.38516405459515","105.58390804597703"
,"323.549575583493","107.84985852783099","109.32884846654122","105.82988505747127"
,"320.0016660414988","106.66722201383291","108.159179460158","105.23908045977012"
,"320.5263373264588","106.84211244215294","107.90253363933995","105.42988505747127"
,"316.4707965367616","105.49026551225387","106.36038751247742","104.36551724137932"
,"318.72227252238395","106.24075750746132","107.62544700093459","105.71750819184659"
,"318.1741941422176","106.05806471407253","107.1507657925189","104.36778458318281"
,"318.01354477293495","106.00451492431165","107.94455087549157","103.83579369439794"
,"319.7227280481543","106.57424268271811","108.206874701195","103.84043990303361"
,"317.7603826615088","105.7879504451716","107.02584968504107","103.64601865269158"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
