start_timestamp,end_timestamp,cpu_request_avg_container,cpu_request_sum_container,cpu_limit_avg_container,cpu_limit_sum_container,cpu_usage_sum_container,cpu_usage_avg_container,cpu_usage_max_container,cpu_usage_min_container,cpu_throttle_sum_container,cpu_throttle_avg_container,cpu_throttle_max_container	,mem_request_avg_container,mem_request_sum_container,mem_limit_avg_container,mem_limit_sum_container,mem_usage_sum_container,mem_usage_avg_container,mem_usage_max_container,mem_usage_min_container,mem_rss_sum_container,mem_rss_avg_container,mem_rss_max_container,mem_rss_min_container	,network_sum_pod,network_avg_pod,network_max_pod,network_min_pod
Fri Jan 13 09:32:01 UTC 2023,Fri Jan 13 09:47:02 UTC 2023,"4","12",,,"22.429504940035326","7.476501646678441","18.345659814167046","4.948589739588917",,,	,"4096000000","12288000000",,,"27491977414.193546","9163992471.397848","22435966976","7490453504","25166728291.096775","8388909430.365592","15561646080","7211413504"	,"315.80464216597176","105.26821405532395","107.1507657925189","103.68606028149891"
Fri Jan 13 09:47:02 UTC 2023,Fri Jan 13 10:02:02 UTC 2023,"4","12",,,"19.608750239850572","6.53625007995019","6.978378143066678","6.012517876455699",,,	,"4096000000","12288000000",,,"25866392741.161293","8622130913.72043","9608118272","7850610688","23758739522.064514","7919579840.688171","8589279232","7263756288"	,"316.22609357806516","105.40869785935507","106.30247186264681","103.69885057471265"
Fri Jan 13 10:02:02 UTC 2023,Fri Jan 13 10:17:02 UTC 2023,"4","12",,,"19.38603302407487","6.462011008024957","6.946788216563356","5.958743636180751",,,	,"4096000000","12288000000",,,"26151516754.58065","8717172251.526884","9760145408","7835848704","23868111838.967743","7956037279.655914","8779251712","7248019456"	,"314.8958204487729","104.96527348292432","105.96292717050254","104.27312316332785"
Fri Jan 13 10:17:02 UTC 2023,Fri Jan 13 10:32:02 UTC 2023,"4","12",,,"19.306829755865373","6.435609918621791","6.8686901834077645","5.981456436649531",,,	,"4096000000","12288000000",,,"26326357025.03226","8775452341.67742","9405911040","7995899904","23870848363.35484","7956949454.451613","8548634624","7319830528"	,"315.9689812319675","105.32299374398919","107.21776625016606","103.74431843007731"
Fri Jan 13 10:32:02 UTC 2023,Fri Jan 13 10:47:03 UTC 2023,"4","12",,,"19.329940996271166","6.443313665423722","6.899618547433056","6.058017887158699",,,	,"4096000000","12288000000",,,"26586086102.709675","8862028700.903225","9883787264","8035901440","23959308354.064514","7986436118.021505","8722997248","7289151488"	,"316.85963548304005","105.6198784943467","106.90320477951738","104.46436781609196"
Fri Jan 13 10:47:03 UTC 2023,Fri Jan 13 11:02:03 UTC 2023,"4","12",,,"19.293739927078335","6.431246642359444","6.9089807769482","5.981862310248565",,,	,"4096000000","12288000000",,,"26686928169.290318","8895642723.096773","9790365696","8072814592","23889295293.935482","7963098431.311828","8803495936","7243259904"	,"313.26893718726024","104.42297906242008","106.60227052059356","102.28505747126438"
Fri Jan 13 11:02:03 UTC 2023,Fri Jan 13 11:17:03 UTC 2023,"4","12",,,"19.198207327167975","6.399402442389325","6.7821049339482915","5.572657398977834",,,	,"4096000000","12288000000",,,"26967167768.774193","8989055922.92473","9951719424","8140451840","23990928813.419353","7996976271.139784","8942301184","7277334528"	,"314.5966357677472","104.86554525591575","106.02652082521853","103.91034482758621"
Fri Jan 13 11:17:03 UTC 2023,Fri Jan 13 11:32:04 UTC 2023,"4","12",,,"18.929073131099734","6.309691043699912","6.914517037036691","5.235147883569718",,,	,"4096000000","12288000000",,,"27077146029.419353","9025715343.139786","9899667456","8205160448","23931488454.19355","7977162818.064516","8509902848","7289233408"	,"316.4546631704924","105.48488772349745","106.5581114463544","104.6528735632184"
Fri Jan 13 11:32:04 UTC 2023,Fri Jan 13 11:47:04 UTC 2023,"4","12",,,"19.24942688953505","6.416475629845017","6.8317095356716075","5.97773300637836",,,	,"4096000000","12288000000",,,"27100971536.51613","9033657178.838709","10360532992","8204251136","23787421299.612904","7929140433.204301","8930500608","7265280000"	,"315.3420334233163","105.11401114110544","107.22019434285654","103.68045977011495"
Fri Jan 13 11:47:04 UTC 2023,Fri Jan 13 12:02:04 UTC 2023,"4","12",,,"19.32897124188201","6.442990413960669","6.836671238415012","6.008871822448068",,,	,"4096000000","12288000000",,,"27519717243.870964","9173239081.290321","10209783808","8291942400","24035850173.935486","8011950057.978495","8746835968","7344898048"	,"318.2015748405985","106.06719161353283","107.2958277141617","105.35172413793104"
Fri Jan 13 12:02:04 UTC 2023,Fri Jan 13 12:17:05 UTC 2023,"4","12",,,"19.145131713712882","6.381710571237627","6.828329649602961","6.026510427840469",,,	,"4096000000","12288000000",,,"27580964203.354836","9193654734.45161","10027851776","8406175744","24097791753.359142","8032597251.119714","8967372800","7285125120"	,"316.9584813263079","105.65282710876929","107.81595259067568","103.96091954022988"
Fri Jan 13 12:17:05 UTC 2023,Fri Jan 13 12:32:05 UTC 2023,"4","12",,,"19.18962085947418","6.396540286491392","6.915388701629341","5.927382623888897",,,	,"4096000000","12288000000",,,"27621611784.258064","9207203928.086021","10103861248","8419348480","23792344264.3957","7930781421.465233","8632881152","7261634560"	,"314.44765341593296","104.81588447197765","105.70052697915133","103.76551724137933"
Fri Jan 13 12:32:05 UTC 2023,Fri Jan 13 12:47:05 UTC 2023,"4","12",,,"7.77669951369003","2.59223317123001","6.482584014033072","1.5055787057296752",,,	,"4096000000","12288000000",,,"24536445029.298927","8178094080","9755279360","7592464384","22605597662.967743","7535199220.989247","8333324288","7119138816"	,"316.46666734127194","105.48888911375731","106.60000067460527","104.27586206896552"
Fri Jan 13 12:47:05 UTC 2023,Fri Jan 13 13:02:05 UTC 2023,"4","12",,,"4.962440999467529","1.6541469998225096","1.744669732133237","1.503773447274472",,,	,"4096000000","12288000000",,,"24136685898.32258","8045561966.107527","8910680064","7592988672","22366445039.48387","7455481679.827957","8011124736","7119609856"	,"312.41731025754245","104.13910341918081","104.34942528735633","103.73793103448277"
Fri Jan 13 13:02:05 UTC 2023,Fri Jan 13 13:17:06 UTC 2023,"4","12",,,"4.958004153953411","1.6526680513178038","1.777883812352256","1.5236687249262575",,,	,"4096000000","12288000000",,,"24194554846.967743","8064851615.655914","8928165888","7579930624","22423382478.451614","7474460826.1505375","8156626944","7107006464"	,"317.2477013852787","105.74923379509289","107.19252897148556","105.00689655172414"
Fri Jan 13 13:17:06 UTC 2023,Fri Jan 13 13:32:06 UTC 2023,"4","12",,,"4.926839434771976","1.6422798115906585","1.7532332051338422","1.509792665103278",,,	,"4096000000","12288000000",,,"24226522012.90323","8075507337.634409","9004457984","7579914240","22455041783.74194","7485013927.91398","8104210432","7106699264"	,"320.42493819252286","106.80831273084095","109.24332899712056","105.27586206896552"
Fri Jan 13 13:32:06 UTC 2023,Fri Jan 13 13:47:06 UTC 2023,"4","12",,,"4.94553594304329","1.64851198101443","1.7641966803887583","1.5027484102666173",,,	,"4096000000","12288000000",,,"24099701264.51613","8033233754.838711","8845164544","7579926528","22328619008","7442873002.666667","7945408512","7108046848"	,"319.8243740390025","106.60812467966751","108.23816714245078","104.24367816091954"
Fri Jan 13 13:47:06 UTC 2023,Fri Jan 13 14:02:07 UTC 2023,"4","12",,,"4.945149412961578","1.6483831376538591","1.7783384178549533","1.5187581491294422",,,	,"4096000000","12288000000",,,"24175555484.90323","8058518494.967743","8709103616","7593000960","22404503750.19355","7468167916.731183","8001572864","7106727936"	,"316.1228171211148","105.37427237370494","107.74120792571247","102.72873563218391"
Fri Jan 13 14:02:07 UTC 2023,Fri Jan 13 14:17:07 UTC 2023,"4","12",,,"4.944974006392777","1.6483246687975925","1.7552209031587056","1.5268526225376668",,,	,"4096000000","12288000000",,,"24117266233.806454","8039088744.602151","8793378816","7592853504","22346005206.70968","7448668402.236559","8077606912","7107059712"	,"315.21793734320516","105.07264578106839","107.23862699837757","103.57241379310346"
Fri Jan 13 14:17:07 UTC 2023,Fri Jan 13 14:32:07 UTC 2023,"4","12",,,"4.961013442932342","1.653671147644114","1.7783217346140494","1.496284548092323",,,	,"4096000000","12288000000",,,"24185609182.967743","8061869727.655914","8923983872","7579992064","22414342342.19355","7471447447.39785","8024748032","7120453632"	,"317.16464748650156","105.7215491621672","106.84510725661647","104.95862068965519"
Fri Jan 13 14:32:07 UTC 2023,Fri Jan 13 14:47:07 UTC 2023,"4","12",,,"4.954706387110022","1.6515687957033407","1.768277105388956","1.5303274114254035",,,	,"4096000000","12288000000",,,"24203246823.225807","8067748941.07527","8712409088","7593078784","22431839397.161293","7477279799.053764","8048500736","7119802368"	,"314.1436898398618","104.71456327995392","107.93909213871233","102.57701149425289"
Fri Jan 13 14:47:07 UTC 2023,Fri Jan 13 15:02:08 UTC 2023,"4","12",,,"4.933907281074299","1.6446357603580997","1.7675266491404424","1.499834687189475",,,	,"4096000000","12288000000",,,"24117740841.29032","8039246947.096773","8827183104","7578140672","22347087079.225807","7449029026.408603","8050913280","7107354624"	,"316.87319421099767","105.62439807033256","109.37375268296138","102.82587830964547"
Fri Jan 13 15:02:08 UTC 2023,Fri Jan 13 15:17:08 UTC 2023,"4","12",,,"4.944102311700499","1.6480341039001662","1.767995354603907","1.501219506114204",,,	,"4096000000","12288000000",,,"24124915183.48387","8041638394.494623","8952590336","7560712192","22355499734.70968","7451833244.903226","8053284864","7094210560"	,"316.62426710243585","105.54142236747862","106.85185330933238","103.89655172413794"
Fri Jan 13 15:17:08 UTC 2023,Fri Jan 13 15:32:08 UTC 2023,"4","12",,,"4.916773402884308","1.638924467628103","1.7815882190553194","1.5140103931556008",,,	,"4096000000","12288000000",,,"24247685516.3871","8082561838.7957","8880873472","7579959296","22476468488.258064","7492156162.752687","8048357376","7109296128"	,"317.21305404881866","105.73768468293954","108.53949083042784","104.18390804597702"
Fri Jan 13 15:32:08 UTC 2023,Fri Jan 13 15:47:08 UTC 2023,"4","12",,,"7.934423875061924","2.644807958353975","3.1367928247890196","1.5827466533378407",,,	,"4096000000","12288000000",,,"23818567812.129036","7939522604.043012","8459640832","7653179392","22046744576","7348914858.666666","7698157568","7127187456"	,"320.9603930327853","106.98679767759509","108.68453096381978","105.34712643678161"
Fri Jan 13 15:47:08 UTC 2023,Fri Jan 13 16:02:09 UTC 2023,"4","12",,,"8.513656673349328","2.8378855577831086","3.0314252890336015","2.648587525641132",,,	,"4096000000","12288000000",,,"23743641533.935486","7914547177.978495","8327151616","7645134848","21971940120.774193","7323980040.258064","7429013504","7164624896"	,"317.185319981887","105.72843999396233","107.92784871751917","104.15402298850574"
Fri Jan 13 16:02:09 UTC 2023,Fri Jan 13 16:17:09 UTC 2023,"4","12",,,"8.568237234468029","2.856079078156009","3.033143539648262","2.6405762184074977",,,	,"4096000000","12288000000",,,"23733474865.54839","7911158288.51613","8325152768","7643414528","21965744194.064514","7321914731.354838","7428169728","7163203584"	,"318.303169519142","106.10105650638067","108.41581319730292","104.82758620689656"
Fri Jan 13 16:17:09 UTC 2023,Fri Jan 13 16:32:09 UTC 2023,"4","12",,,"8.60965526796279","2.86988508932093","3.126673015159624","2.6672048002110658",,,	,"4096000000","12288000000",,,"23731812418.064514","7910604139.354837","8323940352","7643410432","21963956752.51613","7321318917.505377","7426981888","7163060224"	,"317.5390534122343","105.84635113741143","107.21951318234919","105.13793103448278"
Fri Jan 13 16:32:09 UTC 2023,Fri Jan 13 16:47:10 UTC 2023,"4","12",,,"8.58995068299662","2.8633168943322063","3.1127576306660627","2.6897045203329375",,,	,"4096000000","12288000000",,,"23731889052.903225","7910629684.301075","8323923968","7643410432","21964041843.612904","7321347281.204302","7426981888","7163207680"	,"315.76187337522066","105.25395779174022","106.55727567407119","104.25057471264368"
Fri Jan 13 16:47:10 UTC 2023,Fri Jan 13 17:02:10 UTC 2023,"4","12",,,"8.604124600427607","2.868041533475869","3.1191218271627332","2.6359814219288875",,,	,"4096000000","12288000000",,,"23733354496","7911118165.333334","8323825664","7644438528","21965666898.580643","7321888966.193548","7427375104","7163113472"	,"318.39119252416396","106.13039750805464","107.92222700692257","104.46896551724139"
Fri Jan 13 17:02:10 UTC 2023,Fri Jan 13 17:17:10 UTC 2023,"4","12",,,"8.582832515559303","2.860944171853101","3.13149794296327","2.61635920714794",,,	,"4096000000","12288000000",,,"23736815351.741936","7912271783.913979","8325992448","7646019584","21969188401.54839","7323062800.5161295","7429865472","7163133952"	,"318.83210581667026","106.27736860555675","108.40681846034839","104.88735632183908"
Fri Jan 13 17:17:10 UTC 2023,Fri Jan 13 17:32:10 UTC 2023,"4","12",,,"8.511541487306355","2.8371804957687847","3.039841477659152","2.653321433047488",,,	,"4096000000","12288000000",,,"23744336796.903225","7914778932.301075","8326844416","7651823616","21976839201.032257","7325613067.010753","7430881280","7163142144"	,"317.4428176489094","105.81427254963646","107.61753029258755","104.64137931034483"
Fri Jan 13 17:32:10 UTC 2023,Fri Jan 13 17:47:11 UTC 2023,"4","12",,,"8.583270728760457","2.8610902429201523","3.0702025061516367","2.640723487303627",,,	,"4096000000","12288000000",,,"23744468397.419353","7914822799.139784","8330805248","7650861056","21980635400.258064","7326878466.752688","7434510336","7163142144"	,"317.2886151197677","105.76287170658924","108.55298293585965","102.76551724137933"
Fri Jan 13 17:47:11 UTC 2023,Fri Jan 13 18:02:11 UTC 2023,"4","12",,,"8.606538940303713","2.8688463134345707","3.0813555393186918","2.673477652751737",,,	,"4096000000","12288000000",,,"23745958020.129032","7915319340.043011","8334118912","7638118400","21982686703.48387","7327562234.494623","7437828096","7150178304"	,"316.7142430678766","105.57141435595888","107.59954081867848","104.52159880092229"
Fri Jan 13 18:02:11 UTC 2023,Fri Jan 13 18:17:11 UTC 2023,"4","12",,,"8.500220869139849","2.83340695637995","3.0511031205593437","2.5826416993487835",,,	,"4096000000","12288000000",,,"23712983502.451614","7904327834.1505375","8334290944","7637991424","21951060826.838707","7317020275.612904","7437901824","7150104576"	,"316.68283938722425","105.56094646240808","107.420770421707","104.45057471264369"
Fri Jan 13 18:17:11 UTC 2023,Fri Jan 13 18:32:12 UTC 2023,"4","12",,,"8.559080244651883","2.853026748217294","3.0457942131855007","2.6686616036333835",,,	,"4096000000","12288000000",,,"23709743434.32258","7903247811.440859","8320323584","7637901312","21948078938.838707","7316026312.946237","7425015808","7150088192"	,"317.1377574463983","105.7125858154661","106.2986769866282","105.06666666666666"
Fri Jan 13 18:32:12 UTC 2023,Fri Jan 13 18:47:12 UTC 2023,"4","12",,,"57.379472928155906","19.12649097605197","25.105567176780767","2.7410544753773136",,,	,"4096000000","12288000000",,,"25666078786.064514","8555359595.354837","10117148672","7637782528","23891255296","7963751765.333334","9215942656","7150112768"	,"319.17895249219754","106.39298416406584","108.56647504129147","104.0561556118256"
Fri Jan 13 18:47:12 UTC 2023,Fri Jan 13 19:02:12 UTC 2023,"4","12",,,"70.12829320856153","23.37609773618718","25.654672489333382","21.685918035500478",,,	,"4096000000","12288000000",,,"25841065984.000004","8613688661.333334","9808125952","7779979264","24062910464","8020970154.666666","9124642816","7229472768"	,"315.18728263090577","105.06242754363527","108.3550987228598","103.2"
Fri Jan 13 19:02:12 UTC 2023,Fri Jan 13 19:17:13 UTC 2023,"4","12",,,"70.428066547481","23.476022182493665","25.70911541608921","21.912637149408045",,,	,"4096000000","12288000000",,,"25759464150.70968","8586488050.236559","9472184320","7707385856","23984073430.70968","7994691143.569893","9132412928","7200256000"	,"318.59751465403826","106.1991715513461","109.71681449758664","104.31264367816094"
Fri Jan 13 19:17:13 UTC 2023,Fri Jan 13 19:32:13 UTC 2023,"4","12",,,"70.18160578985841","23.39386859661947","25.35290361551861","21.633965677127048",,,	,"4096000000","12288000000",,,"26022032681.29032","8674010893.763441","9635885056","7720894464","24246151101.935482","8076876351.49534","8892665856","7239315456"	,"319.04213488823774","106.34737829607926","110.00051719446736","103.69679010756346"
Fri Jan 13 19:32:13 UTC 2023,Fri Jan 13 19:47:14 UTC 2023,"4","12",,,"70.16171030746293","23.387236769154306","25.437064718896593","21.694969199788414",,,	,"4096000000","12288000000",,,"25952073468.146236","8650691156.048746","10083696640","7751159808","24176690684.69677","8058896894.898924","9182203904","7213174784"	,"320.3435098572431","106.78116995241436","107.99868227103615","105.01839080459771"
