start_timestamp,end_timestamp,cpu_request_avg_container,cpu_request_sum_container,cpu_limit_avg_container,cpu_limit_sum_container,cpu_usage_sum_container,cpu_usage_avg_container,cpu_usage_max_container,cpu_usage_min_container,cpu_throttle_sum_container,cpu_throttle_avg_container,cpu_throttle_max_container	,mem_request_avg_container,mem_request_sum_container,mem_limit_avg_container,mem_limit_sum_container,mem_usage_sum_container,mem_usage_avg_container,mem_usage_max_container,mem_usage_min_container,mem_rss_sum_container,mem_rss_avg_container,mem_rss_max_container,mem_rss_min_container	,network_sum_pod,network_avg_pod,network_max_pod,network_min_pod
Wed Jan  4 10:25:50 UTC 2023,Wed Jan  4 10:40:51 UTC 2023,"4","12",,,,,,,,,	,"4096000000","12288000000",,,,,,,,,,	,"0","0","0","0"
Wed Jan  4 10:40:51 UTC 2023,Wed Jan  4 10:55:51 UTC 2023,"4","12",,,"6.31521860304138","2.1050728676804598","2.639888551259259","0.2121610547973801",,,	,"4096000000","12288000000",,,"1563068085.6774192","521022695.2258064","1003884544","0","1527891373.419355","509297124.4731183","990855168","0"	,"317.0960242673822","105.69867475579406","108.19665429240135","103.90642450419062"
Wed Jan  4 10:55:51 UTC 2023,Wed Jan  4 11:10:51 UTC 2023,"4","12",,,"7.371809275881358","2.457269758627119","2.6189096795592595","2.289589922396296",,,	,"4096000000","12288000000",,,"1584062860.387097","528020953.4623656","1013207040","287440896","1548691786.3225806","516230595.4408602","1000448000","275435520"	,"317.64477910630126","105.88159303543375","108.86438766691914","103.71560987162667"
Wed Jan  4 11:10:51 UTC 2023,Wed Jan  4 11:25:52 UTC 2023,"4","12",,,"7.344710193468826","2.4482367311562756","2.6103810806629624","2.3158858820407424",,,	,"4096000000","12288000000",,,"1739988859.8709676","579996286.6236559","1024880640","288296960","1704332122.8387098","568110707.6129034","1012256768","278577152"	,"319.4945659476488","106.49818864921627","108.67133550081707","104.71907035111015"
Wed Jan  4 11:25:52 UTC 2023,Wed Jan  4 11:40:52 UTC 2023,"4","12",,,"7.3619822739640455","2.4539940913213485","2.630432943274075","2.315683720092592",,,	,"4096000000","12288000000",,,"1757074597.1612904","585691532.3870969","1008857088","299233280","1711006224.516129","570335408.1720431","995610624","288706560"	,"320.65988721612797","106.88662907204264","108.88482848450643","105.52498156393916"
Wed Jan  4 11:40:52 UTC 2023,Wed Jan  4 11:55:52 UTC 2023,"4","12",,,"7.354061509091853","2.451353836363951","2.6012439016370386","2.2476333273888893",,,	,"4096000000","12288000000",,,"1662354861.4193547","554118287.1397848","1007390720","258260992","1627058572.3870964","542352857.4623655","994287616","248967168"	,"315.45061927798344","105.15020642599448","108.5918434324221","103.1588801201459"
Wed Jan  4 11:55:52 UTC 2023,Wed Jan  4 12:10:53 UTC 2023,"4","12",,,"7.377692318943209","2.4592307729810696","2.641003682899996","2.2919988458703706",,,	,"4096000000","12288000000",,,"1850540824.7741933","616846941.5913978","1157263360","272195584","1800689069.4193552","600229689.8064517","1141649408","262688768"	,"319.1444102782991","106.38147009276636","108.86893007082743","104.87396693519149"
Wed Jan  4 12:10:53 UTC 2023,Wed Jan  4 12:25:53 UTC 2023,"4","12",,,"7.381804253961735","2.460601417987245","2.583305080129631","2.346774527940741",,,	,"4096000000","12288000000",,,"1996936357.1612906","665645452.3870969","1150160896","316428288","1963565716.6451612","654521905.548387","1137655808","306450432"	,"317.76928808294474","105.92309602764824","107.23139346189093","105.0736431411196"
Wed Jan  4 12:25:53 UTC 2023,Wed Jan  4 12:40:53 UTC 2023,"4","12",,,"7.383461502588396","2.461153834196132","2.5870254944296365","2.2856747131222246",,,	,"4096000000","12288000000",,,"2067328759.7419353","689109586.5806451","1157611520","446517248","2034423609.8064516","678141203.2688172","1145544704","435859456"	,"321.7898885418838","107.26329618062793","109.34361127924315","106.18273082677736"
