,network_sum_pod,network_avg_pod,network_max_pod,network_min_pod
,"304.38301007059783","50.73044961703178","73.05472870376948","28.932540000000003"
,"312.313423101985","104.10447436732832","104.2367816091954","103.93333333333334"
,"320.6632183908046","106.88773946360155","108.04022988505747","106.31034482758622"
,"317.76236602710935","105.92078867570311","106.05734935936854","105.78850574712644"
,"315.29001757556597","105.09667252518867","106.01839080459771","104.17471264367816"
,"322.1802886600728","107.39342955335759","111.36551724137932","104.42298850574713"
,"322.2446151737783","107.41487172459276","107.70898298987026","107.26206896551724"
,"319.3494252873563","106.44980842911878","108.28390804597701","104.9367816091954"
,"317.7471264367816","105.91570881226055","107.61149425287357","103.64597701149427"
,"306.1379310344828","102.04597701149426","103.45747126436783","101.22298850574714"
,"307.05287356321844","102.35095785440615","104.39540229885058","101.14482758620692"
,"306.7310344827586","102.24367816091953","102.52183908045977","101.69885057471265"
,"305.55172413793105","101.85057471264368","103.216091954023","100.70574712643679"
,"305.0390804597701","101.67969348659004","102.13333333333334","101.41379310344827"
,"305.480459770115","101.82681992337166","102.99540229885058","101.10114942528736"
,"305.56781609195406","101.85593869731801","102.15172413793104","101.47586206896553"
,"305.5793103448276","101.85977011494253","103.64597701149427","100.69425287356322"
,"305.8137931034483","101.93793103448276","102.74022988505747","100.9264367816092"
,"306.916091954023","102.30536398467433","102.88620689655173","101.53333333333333"
,"306.4344827586207","102.1448275862069","102.57816091954024","101.32183908045977"
,"306.56436781609193","102.18812260536399","104.24597701149426","100.28390804597701"
,"305.73333333333335","101.91111111111111","102.19080459770116","101.56091954022989"
,"305.5310344827586","101.84367816091954","102.16091954022988","101.62298850574713"
,"305.75517241379316","101.91839080459772","102.41264367816093","101.44597701149426"
,"305.8298850574713","101.9432950191571","102.1057471264368","101.63908045977013"
,"307.2344827586207","102.41149425287357","102.88275862068966","101.63218390804599"
,"305.3551724137931","101.78505747126437","102.71954022988506","100.00114942528737"
,"307.81264367816095","102.60421455938697","104.51954022988505","100.91724137931035"
,"309.81264367816095","103.27088122605363","104.15402298850574","102.79540229885058"
,"312.2862068965518","104.09540229885059","105.50114942528737","101.97701149425288"
,"305.2954022988506","101.76513409961686","102.52413793103449","100.95057471264369"
,"307.7827586206897","102.59425287356322","103.63563218390806","101.28275862068966"
,"308.4413793103448","102.81379310344828","103.51724137931035","102.21379310344828"
,"305.98390804597705","101.99463601532568","102.44827586206897","101.4712643678161"
,"305.28850574712646","101.76283524904215","102.88045977011494","100.77816091954024"
,"305.63678160919545","101.87892720306515","102.41839080459772","101.26436781609196"
,"303.2057471264368","101.06858237547893","102.37011494252874","99.7"
,"305.69425287356324","101.89808429118774","102.6896551724138","101.4712643678161"
,"305.5","101.83333333333334","103.69425287356322","100.7712643678161"
,"306.2781609195402","102.0927203065134","102.80229885057472","101.14942528735632"
,"307.33103448275864","102.44367816091955","104.14942528735632","101.3816091954023"
,"304.98850574712645","101.66283524904215","102.26666666666667","101.32183908045977"
,"307.61264367816096","102.53754789272031","103.1241379310345","101.4712643678161"
,"307.3954022988506","102.46513409961688","104.37701149425288","101.05977011494252"
,"305.232183908046","101.74406130268201","102.4367816091954","101.17241379310346"
,"307.15402298850574","102.38467432950192","104.3816091954023","101.22528735632186"
,"305.8103448275862","101.9367816091954","104.00229885057472","100.11379310344827"
,"306.27816091954026","102.09272030651341","102.62988505747127","101.53333333333333"
,"307.72528735632187","102.57509578544062","103.08390804597703","101.85517241379311"
,"307.4172413793103","102.47241379310344","103.11494252873564","101.25287356321839"
,"304.7206896551724","101.5735632183908","102.68965517241378","100.04252873563219"
,"307.90000000000003","102.63333333333334","102.86551724137932","102.1793103448276"
,"305.5310344827586","101.84367816091955","103.22528735632186","100.79310344827586"
,"305.10574712643677","101.70191570881227","101.98620689655172","101.44367816091955"
,"304.39425287356323","101.46475095785442","102.59310344827585","100.43563218390806"
,"305.8735632183908","101.95785440613028","102.94712643678162","101.18620689655172"
,"308.1712643678161","102.72375478927205","104.1057471264368","101.18620689655172"
,"306.78735632183907","102.2624521072797","103.27471264367817","101.32183908045977"
,"308.1563218390805","102.71877394636016","104.51034482758621","101.80689655172414"
,"309.9425287356322","103.31417624521073","104.37241379310346","102.17701149425288"
,"304.4574712643678","101.48582375478927","101.86896551724138","100.82758620689656"
,"306.3379310344827","102.11264367816091","102.48045977011495","101.60919540229885"
